Z,O,C,CO,H2O,OH,O2,CH
1e-05,0.9974221053190387,0.999999017201595,7.479853091981535e-07,0.00012948477382325514,0.0024484092245187746,6.82619159794389e-10,2.3481309572076434e-07
3.5938136638046256e-05,0.9973443935944775,0.9999969387623874,2.8234544071649737e-06,0.00013396895000873792,0.002521634928121865,2.5273919571204957e-09,2.3778320565818725e-07
0.0001291549665014884,0.997078482478414,0.9999878495174139,1.1902008490920453e-05,0.00014941243062357892,0.00277209509405939,9.99690299603966e-09,2.4847409522975867e-07
0.0004641588833612782,0.9962630668087378,0.9999343021118285,6.54109582679601e-05,0.00019762887503144152,0.0035392582472409265,4.606898985858301e-08,2.869299035648275e-07
0.0016681005372000592,0.9943630122853419,0.9994934629975197,0.000506113318762252,0.0003144068411927105,0.005322328013374646,2.5286009092196123e-07,4.236837179769167e-07
0.005994842503189409,0.9917638253738154,0.9956376213220423,0.0043614513679516255,0.0004889737731791163,0.007745810848615677,1.3900043898332326e-06,9.273100059244399e-07
0.021544346900318846,0.992158796516284,0.9715019799129214,0.028494186351504795,0.0005110928523683353,0.007324753276086525,5.357355261126089e-06,3.833735573816049e-06
0.07742636826811278,0.9974041231019452,0.9428348331958257,0.05713773273710897,0.0001910553321175447,0.0023976995733611395,7.121992576077806e-06,2.743406706528359e-05
0.2782559402207126,0.9994082168145412,0.9436567445036925,0.0562611044341273,4.7487112680356746e-05,0.0005384522590505269,5.84381372800044e-06,8.215106218015979e-05
1.0,0.9998873974590471,0.9335043280789583,0.06638705262987088,1.0161813021089e-05,9.881446823722833e-05,3.62625969458933e-06,0.00010861929117093034
