log(n_H),log(fH2)
-1.1200056924734734,-5.879994307526527
-1.1148331316299618,-5.134178618945557
-1.110479293121249,-4.894432574314971
-1.1095076378644253,-4.750475500273896
-1.1085359826075982,-4.649822248146256
-1.1075643273507683,-4.573723950420548
-1.106592672093935,-4.513407780578481
-1.1056210168370988,-4.464059785095679
-1.1046493615802606,-4.422754355151916
-1.10367770632342,-4.387581655150978
-1.1027060510665772,-4.357227099282216
-1.1017343958097314,-4.330747909709655
-1.100762740552884,-4.307445415220032
-1.0997910852960349,-4.286787788010597
-1.0988194300391854,-4.26836101329615
-1.0978477747823345,-4.251836693419211
-1.0968761195254828,-4.236950199544424
-1.0959044642686302,-4.223485190458939
-1.094932809011777,-4.211262609909682
-1.0939611537549245,-4.200132570545177
-1.0929894984980724,-4.189968394578441
-1.0920178432412202,-4.180662210154921
-1.091046187984368,-4.172121389193746
-1.090074532727516,-4.1642658169483004
-1.0891028774706657,-4.157025717455545
-1.0881312222138164,-4.150339927852333
-1.0871595669569678,-4.1441546978621755
-1.0861879117001199,-4.13842252124787
-1.0852162564432726,-4.133101203869906
-1.0842446011864264,-4.128153100474148
-1.0832729459295831,-4.123544454790654
-1.0823012906727403,-4.119244954058446
-1.0813296354158983,-4.115227371613951
-1.0803579801590573,-4.111467118873689
-1.0793863249022173,-4.107941934632713
-1.0784146696453798,-4.104631543174795
-1.0774430143885438,-4.101517477182889
-1.0764713591317083,-4.0985830122283575
-1.0754997038748744,-4.095812890464755
-1.074528048618041,-4.093193171771364
-1.0735563933612102,-4.090711044956645
-1.0725847381043803,-4.088354735760686
-1.0716130828475516,-4.086113516384651
-1.070641427590724,-4.08397756823463
-1.069669772333897,-4.081937877366917
-1.0686981170770722,-4.079986122193246
-1.067726461820249,-4.078114603154592
-1.0667548065634267,-4.076316278698427
-1.065783151306605,-4.074584719558882
-1.0648114960497843,-4.0729140132755814
-1.0638398407929648,-4.071298697894322
-1.0628681855361477,-4.069733686422433
-1.061896530279331,-4.068214310233356
-1.060924875022515,-4.06673634417751
-1.0599532197656998,-4.065295904927435
-1.0589815645088856,-4.063889417686306
-1.0580099092520736,-4.062513522114771
-1.0570382539952625,-4.061165115745827
-1.0560665987384519,-4.0598414401310885
-1.055094943481642,-4.058539965750028
-1.0541232882248326,-4.057258374455595
-1.0531516329680255,-4.055994470885064
-1.0521799777112193,-4.054746212014723
-1.0512083224544135,-4.053511808361305
-1.0502366671976084,-4.052289638336108
-1.0492650119408038,-4.0510782217186865
-1.0482933566840007,-4.049876153303021
-1.0473217014271992,-4.048682106291583
-1.046350046170398,-4.0474949253825745
-1.0453783909135972,-4.046313594711475
-1.044406735656797,-4.045137191952897
-1.0434350803999979,-4.043964843429198
-1.0424634251432006,-4.042795697236626
-1.0414917698864037,-4.041629009083306
-1.040520114629607,-4.040464162164112
-1.0395484593728108,-4.03930060052635
-1.0385768041160155,-4.038137805579443
-1.0376051488592224,-4.036975235173545
-1.0366334936024297,-4.035812403643577
-1.0356618383456373,-4.034648952438871
-1.0346901830888453,-4.033484561736638
