"log y(O, OH, H2O)(log(nH [cm^-3])), created by Plot Digitizer, 2.6.8"
"Date: 3/29/19, 4:24:47 PM"


56
log(nH [cm^-3]),log y(O, OH, H2O)
1.69243,-12.9754,
1.79133,-12.8756,
1.94255,-12.8031,
2.07053,-12.6943,
2.23339,-12.5946,
2.38464,-12.4676,
2.54170,-12.3407,
2.65222,-12.2591,
2.79765,-12.1139,
2.94309,-11.9779,
3.07107,-11.8509,
3.19324,-11.7239,
3.35613,-11.5607,
3.49576,-11.3883,
3.65285,-11.1887,
3.80412,-10.9982,
3.97867,-10.7623,
4.15905,-10.4810,
4.33941,-10.2633,
4.49652,-10.0002,
4.64200,-9.74609,
4.78750,-9.45570,
4.89810,-9.16527,
5.01448,-8.98380,
5.13663,-8.89313,
5.35181,-8.84795,
5.57279,-8.83908,
5.84610,-8.83935,
6.09035,-8.82143,
6.38693,-8.80356,
6.67188,-8.77660,
6.92776,-8.74053,
7.21271,-8.72265,
7.49187,-8.65937,
7.74776,-8.58698,
7.98040,-8.50550,
8.13165,-8.36946,
8.20734,-8.14255,
8.26558,-7.91563,
8.40516,-7.87037,
8.62614,-7.87059,
8.83550,-7.83447,
8.99254,-7.74384,
9.13796,-7.66227,
9.30663,-7.56256,
9.56251,-7.53557,
9.84165,-7.51768,
10.2196,-7.50897,
10.6034,-7.52750,
10.9931,-7.50973,
11.4350,-7.52831,
11.8014,-7.51051,
12.1561,-7.51994,
12.4759,-7.52025,
12.7725,-7.51146,
13.0051,-7.51168,
