log(n_H),log(fH2)
-1.1200056924734734,-5.879994307526527
-1.11488881399777,-5.377000317525376
-1.110534975490893,-5.168802838082353
-1.109563320233927,-5.034225200516841
-1.108591664976849,-4.93603972693855
-1.1076200097196653,-4.859468875033204
-1.1066483544623686,-4.797202240780373
-1.1056766992049538,-4.745084714886826
-1.1047050439474189,-4.700527653840067
-1.1037333886897631,-4.661809733021163
-1.1027617334319855,-4.6277271965271956
-1.1017900781740881,-4.597406138847048
-1.1008184229160722,-4.570192041898475
-1.099846767657942,-4.545582124208287
-1.0988751123997,-4.52318191671318
-1.0979034571413522,-4.5026767945460575
-1.0969318018829015,-4.483810887494021
-1.095960146624353,-4.466374044219282
-1.0949884913657109,-4.450191481873009
-1.0940168361069802,-4.435116334053744
-1.0930451808481665,-4.421024079947629
-1.0920735255892757,-4.407808642193184
-1.0911018703303115,-4.39537815548488
-1.090130215071279,-4.383653159115202
-1.0891585598121822,-4.372564381352702
-1.0881869045530264,-4.362051112621146
-1.0872152492938156,-4.3520599159868
-1.0862435940345558,-4.342543812412865
-1.0852719387752494,-4.333460656910024
-1.0843002835159001,-4.324773027195399
-1.0833286282565153,-4.316447457805907
-1.0823569729970945,-4.308453956632687
-1.0813853177376422,-4.300765581882972
-1.0804136624781622,-4.293358265027349
-1.0794420072186557,-4.286209903019097
-1.078470351959126,-4.2793006040450186
-1.077498696699576,-4.27261232662658
-1.0765270414400074,-4.266128679386949
-1.0755553861804232,-4.259834789979573
-1.0745837309208268,-4.253717267001136
-1.0736120756612189,-4.247763590182663
-1.0726404204016007,-4.241962425429853
-1.0716687651419745,-4.236303406909616
-1.070697109882342,-4.230777044734609
-1.0697254546227046,-4.225374692729948
-1.0687537993630651,-4.220088537533622
-1.0677821441034232,-4.214911154666476
-1.0668104888437802,-4.209835816959981
-1.0658388335841371,-4.204856340777018
-1.064867178324495,-4.199967038282072
-1.0638955230648555,-4.195162728661811
-1.06292386780522,-4.190438720833692
-1.0619522125455878,-4.18579047962288
-1.0609805572859596,-4.181213907139503
-1.0600089020263366,-4.176705223004741
-1.0590372467667193,-4.172260937807709
-1.0580655915071078,-4.167877885198908
-1.0570939362475045,-4.163553189950968
-1.0561222809879078,-4.159284015212581
-1.0551506257283183,-4.155067812201575
-1.0541789704687363,-4.150902221384746
-1.0532073152091623,-4.146785057018115
-1.0522356599495968,-4.142714349330641
-1.0512640046900406,-4.1386882985591695
-1.0502923494304925,-4.134705084305699
-1.0493206941709534,-4.130763084688222
-1.0483490389114225,-4.126860791636203
-1.0473773836519003,-4.122996801685093
-1.0464057283923873,-4.119169862034568
-1.0454340731328842,-4.115378814206279
-1.0444624178733897,-4.111622451347856
-1.0434907626139034,-4.107899710007413
-1.0425191073544258,-4.104209595467162
-1.0415474520949566,-4.100551176225451
-1.0405757968354958,-4.096923629950702
-1.0396041415760446,-4.093326181198629
-1.0386324863166012,-4.089757995408872
-1.0376608310571658,-4.086218347085316
-1.0366891757977372,-4.082706552450307
-1.0357175205383164,-4.07922196614498
-1.034745865278903,-4.075764024371228
-1.0337742100194975,-4.072332180967956
-1.0328025547600987,-4.068925828932474
-1.0318308995007062,-4.065544448845425
-1.0308592442413191,-4.062187546879372
-1.0298875889819379,-4.058854652838406
-1.0289159337225626,-4.055545358651034
-1.0279442784631934,-4.052259256618722
-1.026972623203829,-4.048995880865683
-1.0260009679444684,-4.045754839583661
-1.0250293126851118,-4.04253575699311
-1.0240576574257587,-4.0393382721857884
-1.0230860021664094,-4.036162071794732
-1.0221143469070642,-4.033006832899614
-1.021142691647721,-4.029872179157931
-1.0201710363883798,-4.0267578000506
-1.01919938112904,-4.02366339543722
-1.0182277258697017,-4.02058867487539
-1.0172560706103644,-4.017533383900315
-1.0162844153510286,-4.014497253222498
-1.0153127600916927,-4.011479965719063
-1.0143411048323563,-4.0084812648667345
-1.0133694495730188,-4.005500901182111
-1.0123977943136795,-4.002538631819728
-1.011426139054339,-3.9995942402002798
-1.0104544837949974,-3.996667492524998
-1.0094828285356527,-3.9937581127311486
-1.0085111732763048,-3.9908658821786416
-1.0075395180169529,-3.9879905872720327
-1.0065678627575967,-3.9851320192194852
-1.0055962074982363,-3.982289987038785
-1.0046245522388717,-3.979464281820832
-1.0036528969795013,-3.9766546575093207
-1.0026812417201245,-3.9738609236955336
-1.0017095864607408,-3.971082893791617
-1.0007379312013496,-3.9683203848815154
-0.9997662759419513,-3.9655732243985615
-0.9987946206825458,-3.962841221952951
