"log y(C+, C, CO)(number density log nH (cm-3)), created by Plot Digitizer, 2.6.8"
"Date: 5/8/18, 12:34:45 PM"


66
number density log nH (cm-3),log y(C+, C, CO)
-0.971888,-12.2482,
-0.950376,-11.8248,
-0.928707,-11.6350,
-0.874369,-11.4013,
-0.809113,-11.1969,
-0.711149,-11.0070,
-0.547780,-10.8316,
-0.351674,-10.7145,
-0.166448,-10.6267,
0.0514667,-10.5243,
0.291199,-10.4510,
0.520042,-10.3923,
0.770674,-10.3190,
0.955920,-10.2604,
1.18476,-10.2017,
1.40273,-10.1723,
1.64249,-10.1428,
1.88225,-10.1133,
2.07841,-10.0693,
2.27459,-10.0690,
2.51436,-10.0541,
2.76504,-10.0538,
2.99393,-10.0535,
3.23370,-10.0387,
3.42987,-10.0238,
3.68055,-10.0235,
3.93125,-10.0378,
4.23641,-10.0228,
4.47619,-10.0225,
4.77047,-10.0222,
5.03205,-10.0219,
5.32633,-10.0215,
5.66420,-10.0211,
6.00208,-10.0207,
6.33996,-10.0349,
6.66692,-10.0053,
6.98301,-10.0341,
7.27729,-10.0337,
7.61517,-10.0333,
7.97484,-10.0329,
8.30180,-10.0179,
8.63969,-10.0321,
8.97755,-10.0171,
9.31544,-10.0313,
9.64242,-10.0455,
9.98030,-10.0450,
10.3618,-10.0300,
10.6888,-10.0588,
10.9176,-10.0585,
11.1465,-10.1020,
11.4299,-10.1017,
11.7133,-10.1305,
11.9313,-10.1741,
12.0840,-10.2469,
12.2149,-10.3927,
12.3022,-10.5678,
12.3895,-10.8012,
12.4660,-11.0347,
12.5425,-11.3266,
12.6190,-11.6185,
12.7064,-11.9103,
12.7610,-12.1585,
12.8266,-12.4066,
12.8813,-12.6693,
12.9250,-12.8736,
12.9796,-13.0925,
