log(fHD),log(n_H)
-3.4640410224906915,-0.7624414015552134
-3.463894802356562,-0.7623442849260236
-3.4637486458579048,-0.7622471682968339
-3.4636025528538505,-0.7621500516676446
-3.4634565232041217,-0.7620529350384551
-3.4633105567690285,-0.761955818409266
-3.4631646534094678,-0.7618587017800771
-3.4630188129869177,-0.7617615851508881
-3.4628730353634367,-0.7616644685216996
-3.462727320401658,-0.761567351892511
-3.4625816679647894,-0.7614702352633227
-3.4624360779166077,-0.7613731186341346
-3.4622905501214567,-0.7612760020049466
-3.462145084444244,-0.7611788853757587
-3.461999680750439,-0.761081768746571
-3.4618543389060683,-0.7609846521173834
-3.4617090587777133,-0.7608875354881958
-3.461563840232507,-0.7607904188590086
-3.4614186831381337,-0.7606933022298215
-3.461273587362821,-0.7605961856006345
-3.461128552775341,-0.7604990689714476
-3.4609835792450068,-0.7604019523422607
-3.460838666641668,-0.7603048357130744
-3.4606937598650855,-0.7602077190838883
-3.460548051498395,-0.7601106024547013
-3.460401759212559,-0.7600134858255043
-3.4602551873223066,-0.7599163691963
-3.460108498052591,-0.7598192525670918
-3.459961777702502,-0.7597221359378817
-3.4598150721257275,-0.7596250193086704
-3.4596684056408384,-0.7595279026794588
-3.4595217911053933,-0.7594307860502473
-3.459375235280289,-0.7593336694210356
-3.459228741684935,-0.7592365527918241
-3.4590823121162155,-0.7591394361626129
-3.458935947456226,-0.7590423195334015
-3.458789648101605,-0.7589452029041903
-3.4586434141916307,-0.7588480862749796
-3.4584972457293484,-0.7587509696457688
-3.4583511426458644,-0.7586538530165585
-3.4582051048344584,-0.7585567363873481
-3.4580591321686702,-0.7584596197581379
-3.4579132245118878,-0.758362503128928
-3.457767381722424,-0.7582653864997183
-3.457621603656206,-0.7581682698705088
-3.4574758901683063,-0.7580711532412994
-3.457330241113693,-0.7579740366120904
-3.4571846563471347,-0.7578769199828816
-3.4570391357238623,-0.7577798033536727
-3.456893679099642,-0.7576826867244643
-3.4567482863308103,-0.7575855700952557
-3.456602957274296,-0.7574884534660475
-3.456457691787624,-0.7573913368368396
-3.4563124897289192,-0.7572942202076316
-3.4561673509569073,-0.7571971035784241
-3.456022275330912,-0.7570999869492164
-3.455877262710854,-0.7570028703200091
-3.4557323129572457,-0.7569057536908019
-3.455587425931191,-0.7568086370615951
-3.455442601494381,-0.756711520432388
-3.4552978395090896,-0.7566144038031816
-3.455153139838173,-0.7565172871739748
-3.455008502345066,-0.7564201705447685
-3.454863926893776,-0.7563230539155623
-3.4547194133488848,-0.7562259372863563
-3.4545749615755406,-0.7561288206571506
-3.4544305714394583,-0.7560317040279447
-3.4542862428069157,-0.7559345873987393
-3.4541419755447498,-0.7558374707695339
-3.453997769520354,-0.7557403541403286
-3.4538536246016758,-0.7556432375111236
-3.453709540657213,-0.7555461208819187
-3.4535655175560125,-0.755449004252714
-3.4534215551676635,-0.7553518876235091
-3.4532776533622997,-0.7552547709943049
-3.4531338120105923,-0.7551576543651004
-3.4529900309837496,-0.7550605377358962
-3.4528463101535127,-0.7549634211066925
-3.4527026493921538,-0.7548663044774888
-3.452559048572472,-0.7547691878482851
-3.4524155075677934,-0.7546720712190815
-3.4522720262519635,-0.754574954589878
-3.4521286044993493,-0.7544778379606749
-3.4519852421848336,-0.7543807213314718
-3.451841939183814,-0.7542836047022689
-3.451698695372199,-0.7541864880730662
-3.451555510626405,-0.7540893714438633
-3.451412384823356,-0.7539922548146611
-3.451269317840478,-0.7538951381854587
-3.4511263095556974,-0.7537980215562566
-3.45098335984744,-0.7537009049270542
-3.4508404685946266,-0.7536037882978525
-3.45069763567667,-0.7535066716686505
-3.450554860973474,-0.7534095550394488
-3.4504121443654308,-0.7533124384102474
-3.450269485733417,-0.753215321781046
-3.450126884958792,-0.7531182051518446
-3.4499843419233955,-0.7530210885226434
-3.449841856509545,-0.7529239718934424
-3.4496994286000326,-0.7528268552642415
-3.4495570580781245,-0.7527297386350409
-3.449414744827556,-0.7526326220058404
-3.4492724887325314,-0.7525355053766399
-3.449130289677828,-0.7524383887474396
-3.44898814754879,-0.7523412721182393
-3.448846062230854,-0.752244155489039
-3.448704033609991,-0.752147038859839
-3.4485620615726678,-0.7520499222306392
-3.448420146005824,-0.7519528056014395
-3.4482782867968607,-0.7518556889722399
-3.448136483833634,-0.7517585723430404
-3.4479947370044486,-0.7516614557138409
-3.4478530461980563,-0.7515643390846418
-3.4477114113036507,-0.7514672224554426
-3.447569832210866,-0.7513701058262434
-3.4474283088097746,-0.7512729891970444
-3.447286840990884,-0.7511758725678456
-3.447145428645135,-0.7510787559386473
-3.4470040716638994,-0.7509816393094484
-3.4468627699389787,-0.7508845226802501
-3.4467215233625996,-0.7507874060510517
-3.446580331827415,-0.7506902894218535
-3.4464391952264988,-0.7505931727926551
-3.446298009011032,-0.7504960561634573
-3.4461561069883917,-0.750398939534258
-3.4460137329670473,-0.7503018229050497
-3.445871147815872,-0.7502047062758349
-3.44572848465285,-0.7501075896466172
-3.445585811272402,-0.7500104730173975
-3.445443162155194,-0.7499133563881775
-3.4453005548000344,-0.7498162397589573
-3.4451579980530065,-0.7497191231297364
-3.4450154963534216,-0.749622006500516
-3.4448730518973427,-0.7495248898712957
-3.444730665739535,-0.7494277732420755
-3.4445883383544826,-0.7493306566128553
-3.444446069921882,-0.7492335399836353
-3.444303860471863,-0.7491364233544157
-3.44416170995883,-0.749039306725196
-3.444019618298985,-0.7489421900959765
-3.443877585389391,-0.7488450734667573
-3.44373561111765,-0.7487479568375381
-3.443593695366817,-0.7486508402083192
-3.4434518380178867,-0.7485537235791002
-3.443310038951058,-0.7484566069498815
-3.443168298046372,-0.7483594903206628
-3.443026615184033,-0.7482623736914444
-3.4428849902445715,-0.7481652570622261
-3.442743423108925,-0.7480681404330081
-3.4426019136584767,-0.7479710238037902
-3.4424604617750747,-0.7478739071745724
-3.442319067341041,-0.7477767905453545
-3.4421777302391727,-0.7476796739161368
-3.4420364503527434,-0.7475825572869195
-3.441895227565503,-0.7474854406577021
-3.4417540617616735,-0.7473883240284851
-3.4416129528259494,-0.7472912073992677
-3.4414719006434926,-0.747194090770051
-3.4413309050999343,-0.7470969741408343
-3.4411899660813683,-0.7469998575116176
-3.44104908347435,-0.7469027408824008
-3.4409082571660012,-0.7468056242531845
-3.4407674870438165,-0.7467085076239683
-3.44062677299584,-0.7466113909947522
-3.4404861149103305,-0.7465142743655363
-3.440345512676058,-0.7464171577363203
-3.4402049661822693,-0.7463200411071047
-3.440064475318674,-0.7462229244778891
-3.4399240399754314,-0.7461258078486737
-3.4397836600431466,-0.7460286912194583
-3.439643335412865,-0.745931574590243
-3.4395030659760684,-0.745834457961028
-3.4393628516246753,-0.7457373413318129
-3.439222692251036,-0.7456402247025982
-3.4390825877479294,-0.7455431080733832
-3.4389425380085643,-0.7454459914441687
-3.4388025429265734,-0.7453488748149542
-3.4386626023960134,-0.74525175818574
-3.438522716311362,-0.7451546415565258
-3.4383828845675164,-0.7450575249273116
-3.4382431070597903,-0.7449604082980977
-3.438103383683912,-0.7448632916688835
-3.437963714336023,-0.7447661750396698
-3.437824098912676,-0.744669058410456
-3.4376845373108305,-0.7445719417812424
-3.437545029427854,-0.7444748251520289
-3.437405575161518,-0.7443777085228155
-3.4372661744099964,-0.7442805918936022
-3.4371268270718636,-0.7441834752643891
-3.4369875330460915,-0.744086358635176
-3.43684829223205,-0.7439892420059631
-3.436709104529502,-0.7438921253767503
-3.4365699698386036,-0.7437950087475376
-3.4364308880599004,-0.743697892118325
-3.436291859094328,-0.7436007754891124
-3.436152882843207,-0.7435036588598998
-3.4360139592082435,-0.7434065422306876
-3.435875088091526,-0.7433094256014754
-3.435736269395523,-0.7432123089722635
-3.4355975030230845,-0.7431151923430515
-3.435458788877435,-0.743018075713839
-3.435320126862174,-0.7429209590846273
-3.4351815168812765,-0.7428238424554157
-3.4350429588390865,-0.7427267258262041
-3.434904452640319,-0.7426296091969927
-3.4347659981900565,-0.742532492567781
-3.434627595393747,-0.7424353759385697
-3.4344892441572035,-0.7423382593093585
-3.4343509443866003,-0.7422411426801473
-3.4342126959884727,-0.7421440260509362
-3.4340744988697147,-0.742046909421725
-3.4339363529375775,-0.7419497927925143
-3.4337982580996678,-0.7418526761633034
-3.433660214263945,-0.7417555595340928
-3.433522221338721,-0.741658442904882
-3.4333842792326568,-0.7415613262756715
-3.4332463878547625,-0.741464209646461
-3.4331085471143954,-0.7413670930172507
-3.4329707569212564,-0.7412699763880406
-3.43283301718539,-0.7411728597588303
-3.4326953278172847,-0.7410757431296203
-3.43255768872786,-0.7409786265004104
-3.432420099828029,-0.7408815098712005
-3.432282561029119,-0.7407843932419905
-3.43214507224283,-0.7406872766127808
-3.432007633381213,-0.740590159983571
-3.4318702443566607,-0.7404930433543615
-3.4317329050819,-0.7403959267251519
-3.431595615469988,-0.7402988100959427
-3.431458375434311,-0.7402016934667331
-3.43132118488858,-0.7401045768375238
-3.4311840437468306,-0.7400074602083146
-3.431046951923421,-0.7399103435791056
-3.430909801482186,-0.7398132269498964
-3.4307720742465047,-0.7397161103206861
-3.4306339441303573,-0.7396189936914678
-3.430495645254118,-0.7395218770622439
-3.4303572918307337,-0.7394247604330174
-3.4302189394512266,-0.7393276438037895
-3.4300806151355836,-0.7392305271745613
-3.4299423319846687,-0.7391334105453327
-3.429804096321125,-0.739036293916104
-3.429665911168229,-0.7389391772868754
-3.4295277779440103,-0.7388420606576473
-3.429389697285914,-0.7387449440284187
-3.429251669452067,-0.7386478273991905
-3.42911369451645,-0.7385507107699625
-3.4289757724637866,-0.7384535941407346
-3.4288379032356575,-0.7383564775115066
-3.4287000867529045,-0.7382593608822788
-3.4285623229265068,-0.7381622442530513
-3.4284246116628587,-0.7380651276238238
-3.4282869528663342,-0.7379680109945965
-3.428149346440524,-0.7378708943653693
-3.4280117922888373,-0.7377737777361422
-3.4278742903147927,-0.7376766611069153
-3.427736840422157,-0.737579544477688
-3.427599442515012,-0.7374824278484613
-3.427462096497787,-0.7373853112192347
-3.4273248022752694,-0.737288194590008
-3.4271875597526145,-0.7371910779607814
-3.4270503688353458,-0.7370939613315548
-3.426913229429355,-0.7369968447023287
-3.4267761414408997,-0.7368997280731024
-3.426639104776605,-0.7368026114438763
-3.4265021193434593,-0.7367054948146503
-3.4263651850488137,-0.7366083781854245
-3.4262283018003803,-0.7365112615561986
-3.426091469506229,-0.7364141449269731
-3.4259546880747886,-0.7363170282977474
-3.4258179574148424,-0.736219911668522
-3.4256812774355265,-0.7361227950392966
-3.4255446480463303,-0.7360256784100713
-3.425408069157093,-0.735928561780846
-3.4252715406780023,-0.735831445151621
-3.4251350625195927,-0.7357343285223958
-3.424998634592743,-0.7356372118931709
-3.424862256808676,-0.735540095263946
-3.424725929078957,-0.7354429786347212
-3.4245896513154888,-0.7353458620054965
-3.424453423430614,-0.7352487453762717
-3.4243172453370962,-0.7351516287470476
-3.424181116947701,-0.7350545121178229
-3.4240450381756062,-0.7349573954885986
-3.4239090089343565,-0.7348602788593744
-3.4237730291378448,-0.7347631622301503
-3.4236370987003015,-0.7346660456009261
-3.423501217536289,-0.7345689289717023
-3.4233653855606945,-0.7344718123424784
-3.4232296026887314,-0.7343746957132546
-3.423093868835936,-0.734277579084031
-3.422958183918164,-0.7341804624548073
-3.4228225478515926,-0.7340833458255838
-3.4226869605527135,-0.7339862291963601
-3.4225514219383366,-0.733889112567137
-3.4224159319255856,-0.7337919959379137
-3.422280490431897,-0.7336948793086903
-3.422145097375019,-0.7335977626794672
-3.4220097526730107,-0.7335006460502441
-3.4218744562442365,-0.7334035294210213
-3.4217392080073705,-0.7333064127917984
-3.421604007881392,-0.7332092961625758
-3.4214688557855837,-0.733112179533353
-3.4213337516395304,-0.7330150629041303
-3.4211986953631186,-0.7329179462749076
-3.421063686876535,-0.7328208296456851
-3.420928726100264,-0.7327237130164627
-3.4207938129550852,-0.73262659638724
-3.4206589473620763,-0.7325294797580177
-3.4205241292426076,-0.7324323631287954
-3.4203893585198895,-0.7323352464995734
-3.420254635120242,-0.7322381298703513
-3.4201199589760067,-0.7321410132411292
-3.4199853300144047,-0.7320438966119073
-3.419850748160415,-0.7319467799826854
-3.419716213338104,-0.7318496633534637
-3.419581725471259,-0.7317525467242418
-3.419447284483682,-0.7316554300950203
-3.419312890299331,-0.7315583134657987
-3.419178542842385,-0.7314611968365768
-3.4190442420372746,-0.7313640802073555
-3.418909987808695,-0.7312669635781339
-3.4187757800816123,-0.7311698469489124
-3.4186416187812654,-0.7310727303196913
-3.4185075038331663,-0.7309756136904698
-3.4183734351630983,-0.730878497061249
-3.418239412697117,-0.7307813804320277
-3.4181054363615493,-0.7306842638028069
-3.4179715060829894,-0.7305871471735861
-3.4178376217883004,-0.7304900305443652
-3.4177037834046122,-0.7303929139151443
-3.41756999085932,-0.7302957972859235
-3.4174362440800827,-0.7301986806567028
-3.4173025429948236,-0.730101564027482
-3.417168887531726,-0.7300044473982614
-3.417035277619235,-0.7299073307690409
-3.4169017131860544,-0.7298102141398205
-3.4167681941611465,-0.7297130975106
-3.4166347204737306,-0.7296159808813796
-3.4165012920533773,-0.7295188642521595
-3.4163679088299927,-0.7294217476229391
-3.416234570733414,-0.7293246309937189
-3.4161012776938082,-0.7292275143644986
-3.415968029641629,-0.7291303977352785
-3.415834826507598,-0.7290332811060585
-3.4157016682226917,-0.7289361644768385
-3.4155685547181402,-0.7288390478476185
-3.415435485925419,-0.7287419312183986
-3.415302461776252,-0.7286448145891786
-3.415169482202607,-0.728547697959959
-3.4150365471366944,-0.7284505813307393
-3.4149036565109676,-0.7283534647015196
-3.4147708102581196,-0.7282563480723001
-3.4146380083110848,-0.7281592314430803
-3.4145052506030344,-0.728062114813861
-3.4143725370673783,-0.7279649981846413
-3.4142398676377628,-0.7278678815554219
-3.4141072422480696,-0.7277707649262026
-3.413974497225918,-0.727673648296983
-3.4138412804977794,-0.7275765316677616
-3.4137077819670356,-0.7274794150385334
-3.4135741780887687,-0.7273822984093008
-3.41344055092399,-0.7272851817800665
-3.4133069385554333,-0.7271880651508315
-3.4131733586272865,-0.727090948521596
-3.413039819288681,-0.7269938318923601
-3.412906324279368,-0.7268967152631247
-3.412772875292272,-0.726799598633889
-3.4126394730706173,-0.7267024820046536
-3.412506117917225,-0.7266053653754182
-3.412372809930847,-0.7265082487461827
-3.4122395491157937,-0.7264111321169475
-3.41210633543277,-0.7263140154877122
-3.4119731688224375,-0.7262168988584771
-3.4118400492163294,-0.726119782229242
-3.4117069765419106,-0.7260226656000072
-3.4115739507249154,-0.7259255489707721
-3.4114409716904315,-0.7258284323415373
-3.4113080393633988,-0.7257313157123026
-3.4111751536688413,-0.7256341990830679
-3.411042314531972,-0.7255370824538334
-3.4109095218782426,-0.725439965824599
-3.410776775633363,-0.7253428491953645
-3.410644075723312,-0.7252457325661301
-3.410511422074341,-0.7251486159368958
-3.4103788146129728,-0.7250514993076618
-3.4102462532660054,-0.7249543826784275
-3.4101137379605073,-0.7248572660491934
-3.4099812686238176,-0.7247601494199594
-3.409848845183546,-0.7246630327907254
-3.40971646756757,-0.7245659161614916
-3.4095841357040344,-0.7244687995322578
-3.409451849521351,-0.7243716829030241
-3.4093196089481945,-0.7242745662737904
-3.409187413913504,-0.724177449644557
-3.409055264346482,-0.7240803330153234
-3.4089231601765895,-0.72398321638609
-3.4087911013335495,-0.7238860997568566
-3.4086590877473424,-0.7237889831276235
-3.4085271193482995,-0.7236918664983902
-3.408395196067085,-0.7235947498691572
-3.4082633178343045,-0.7234976332399241
-3.4081314845808954,-0.7234005166106912
-3.407999696238084,-0.7233033999814581
-3.4078679527373623,-0.7232062833522253
-3.4077362540104814,-0.7231091667229925
-3.407604599989445,-0.7230120500937599
-3.407472990606505,-0.7229149334645271
-3.4073414257941614,-0.7228178168352943
-3.407209905485161,-0.7227207002060618
-3.4070784296124934,-0.7226235835768294
-3.4069469981093925,-0.7225264669475973
-3.4068156109093346,-0.7224293503183647
-3.406684267946037,-0.7223322336891324
-3.406552969153457,-0.7222351170599001
-3.40642171446579,-0.7221380004306677
-3.40629050381747,-0.7220408838014355
-3.4061593371431664,-0.7219437671722035
-3.4060282143777862,-0.7218466505429714
-3.405897135456469,-0.7217495339137394
-3.405766100314589,-0.7216524172845074
-3.4056351088877514,-0.7215553006552755
-3.4055041611117933,-0.7214581840260437
-3.405373256922783,-0.7213610673968119
-3.4052423962570155,-0.7212639507675803
-3.4051115790510167,-0.7211668341383486
-3.4049808052415376,-0.721069717509117
-3.4048500747655552,-0.7209726008798855
-3.4047193875602724,-0.7208754842506542
-3.4045887435631155,-0.7207783676214227
-3.404458142711734,-0.7206812509921912
-3.4043275849439985,-0.7205841343629599
-3.4041970701980016,-0.7204870177337288
-3.4040665984120544,-0.7203899011044974
-3.403936169524688,-0.7202927844752661
-3.4038057834746516,-0.7201956678460353
-3.4036754402009097,-0.720098551216804
-3.403545139642645,-0.7200014345875729
-3.4034148817392524,-0.7199043179583421
-3.403284666430343,-0.7198072013291109
-3.40315449365574,-0.7197100846998802
-3.403024363355479,-0.7196129680706493
-3.402894275469806,-0.7195158514414186
-3.402764229939177,-0.7194187348121878
-3.402634226704258,-0.7193216181829573
-3.402504265705923,-0.7192245015537264
-3.4023743468852534,-0.7191273849244957
-3.402244470183536,-0.7190302682952653
-3.4021146355422642,-0.7189331516660348
-3.401984842903136,-0.7188360350368043
-3.401855092208051,-0.7187389184075741
-3.401725383399114,-0.7186418017783435
-3.4015957164186306,-0.7185446851491132
-3.4014660912091066,-0.7184475685198828
-3.4013365077132485,-0.7183504518906526
-3.401206965873962,-0.7182533352614224
-3.40107746563435,-0.7181562186321923
-3.4009480069377145,-0.718059102002962
-3.4008185897275522,-0.7179619853737321
-3.400689213947556,-0.717864868744502
-3.4005598795417047,-0.7177677521152721
-3.4004305864542426,-0.7176706354860419
-3.4003013346293036,-0.7175735188568121
-3.400172124011292,-0.717476402227582
-3.400042954544837,-0.7173792855983521
-3.3999138261747737,-0.7172821689691222
-3.3997847388461344,-0.7171850523398926
-3.399655692504144,-0.7170879357106629
-3.3995266870942142,-0.7169908190814331
-3.3993977225619476,-0.7168937024522033
-3.399268798853131,-0.7167965858229739
-3.3991399159137377,-0.716699469193744
-3.399011073689925,-0.7166023525645147
-3.3988822721280356,-0.7165052359352849
-3.3987535111745935,-0.7164081193060554
-3.3986247907763056,-0.7163110026768259
-3.39849611088006,-0.7162138860475966
-3.3983674714329255,-0.716116769418367
-3.3982388723821515,-0.7160196527891378
-3.3981103136751654,-0.7159225361599084
-3.3979817952595726,-0.715825419530679
-3.3978533170831575,-0.7157283029014498
-3.3977248790938797,-0.7156311862722204
-3.3975964812398756,-0.7155340696429912
-3.3974681234694564,-0.7154369530137619
-3.3973398057311077,-0.7153398363845329
-3.3972115279734885,-0.7152427197553036
-3.397083290145432,-0.7151456031260743
-3.3969550921959413,-0.7150484864968454
-3.3968269340741934,-0.7149513698676162
-3.396698815729534,-0.7148542532383869
-3.396570737111479,-0.7147571366091581
-3.3964426981697153,-0.7146600199799291
-3.396314698854096,-0.7145629033507002
-3.3961867391146434,-0.7144657867214712
-3.3960588189015453,-0.7143686700922423
-3.3959309381651575,-0.7142715534630135
-3.395803096856,-0.7141744368337846
-3.395675294924759,-0.7140773202045557
-3.3955475323222837,-0.7139802035753271
-3.395419808999587,-0.7138830869460983
-3.395292124907845,-0.7137859703168694
-3.395164479998396,-0.7136888536876407
-3.3950368742227384,-0.713591737058412
-3.3949093075325325,-0.7134946204291832
-3.3947817798795983,-0.7133975037999545
-3.3946542912159146,-0.7133003871707257
-3.3945266820921094,-0.713203270541497
-3.3943987808144827,-0.7131061539122663
-3.394270656685567,-0.713009037283031
-3.394142457519528,-0.7129119206537919
-3.394014248731339,-0.7128148040245514
-3.393886059188221,-0.7127176873953105
-3.3937579016070973,-0.7126205707660692
-3.393629781570501,-0.7125234541368277
-3.3935017015104116,-0.7124263375075862
-3.3933736624680244,-0.7123292208783447
-3.393245664870844,-0.7122321042491033
-3.393117708875727,-0.712134987619862
-3.392989794520271,-0.7120378709906208
-3.3928619217895997,-0.7119407543613796
-3.392734090645908,-0.7118436377321382
-3.392606301041427,-0.7117465211028973
-3.3924785529237838,-0.711649404473656
-3.3923508462388945,-0.7115522878444152
-3.3922231809320316,-0.7114551712151741
-3.3920955569482922,-0.7113580545859333
-3.391967974232805,-0.7112609379566924
-3.3918404327308185,-0.7111638213274516
-3.391712932387744,-0.7110667046982109
-3.3915854731491692,-0.7109695880689701
-3.3914580549608653,-0.7108724714397298
-3.391330677768791,-0.710775354810489
-3.3912033415190925,-0.7106782381812484
-3.391076046158103,-0.7105811215520079
-3.390948791632343,-0.7104840049227676
-3.3908215778885182,-0.710386888293527
-3.3906944048735195,-0.7102897716642866
-3.3905672725344225,-0.7101926550350467
-3.390440180818487,-0.7100955384058062
-3.390313129673155,-0.709998421776566
-3.39018611904605,-0.7099013051473257
-3.390059148884977,-0.7098041885180857
-3.3899322191379224,-0.7097070718888456
-3.3898053297530515,-0.7096099552596057
-3.389678480678707,-0.7095128386303656
-3.389551671863412,-0.7094157220011256
-3.389424903255865,-0.7093186053718857
-3.3892981748049413,-0.7092214887426458
-3.3891714864596927,-0.709124372113406
-3.389044838169345,-0.7090272554841663
-3.388918229883298,-0.7089301388549265
-3.3887916615511258,-0.7088330222256868
-3.3886651331225734,-0.7087359055964472
-3.38853864454756,-0.7086387889672077
-3.388412195776173,-0.7085416723379683
-3.388285786758672,-0.7084445557087287
-3.3881594174454865,-0.7083474390794889
-3.388033087787213,-0.7082503224502497
-3.387906797734618,-0.7081532058210103
-3.3877805472386333,-0.708056089191771
-3.38765433625036,-0.7079589725625315
-3.3875281647210618,-0.7078618559332923
-3.38740203260217,-0.7077647393040531
-3.3872759398452796,-0.7076676226748139
-3.3871498864021494,-0.7075705060455747
-3.3870238722247015,-0.7074733894163354
-3.386897897265019,-0.7073762727870964
-3.3867719614753478,-0.7072791561578575
-3.3866460648080943,-0.7071820395286184
-3.3865202072158254,-0.7070849228993796
-3.3863943886512673,-0.7069878062701407
-3.386268609067305,-0.7068906896409018
-3.386142868416981,-0.7067935730116628
-3.386017166653496,-0.7066964563824241
-3.385891503730208,-0.7065993397531853
-3.38576587960063,-0.7065022231239464
-3.38564029421843,-0.7064051064947078
-3.3855147475374325,-0.706307989865469
-3.385389239511615,-0.7062108732362304
-3.3852637700951074,-0.7061137566069916
-3.3851383392421943,-0.706016639977753
-3.3850129469073114,-0.7059195233485145
-3.384887593045133,-0.705822406719276
-3.3847622776105517,-0.7057252900900374
-3.384637000558317,-0.7056281734607991
-3.3845117618434086,-0.7055310568315605
-3.3843865614209867,-0.7054339402023221
-3.3842613992463755,-0.7053368235730838
-3.3841362752750523,-0.7052397069438453
-3.384011189462645,-0.7051425903146071
-3.3838861417649273,-0.7050454736853687
-3.383761132137821,-0.7049483570561305
-3.3836361605373915,-0.7048512404268923
-3.3835112269198504,-0.7047541237976542
-3.3833863312415526,-0.704657007168416
-3.3832614734589956,-0.7045598905391778
-3.38313665352882,-0.7044627739099397
-3.383011871407809,-0.7043656572807016
-3.3828871270528857,-0.7042685406514635
-3.3827624204211166,-0.7041714240222254
-3.382637751469706,-0.7040743073929875
-3.3825131201559984,-0.7039771907637494
-3.3823885264374787,-0.7038800741345115
-3.382263970271769,-0.7037829575052736
-3.3821394516166294,-0.7036858408760357
-3.382014970429957,-0.7035887242467979
-3.3818905266697867,-0.7034916076175599
-3.3817661202942895,-0.7033944909883222
-3.3816417512617702,-0.7032973743590841
-3.3815174195306708,-0.7032002577298465
-3.381393125059567,-0.7031031411006087
-3.3812688678071674,-0.7030060244713712
-3.381144647732315,-0.7029089078421334
-3.3810204647939854,-0.7028117912128959
-3.380896318951287,-0.7027146745836581
-3.3807722101634585,-0.7026175579544204
-3.3806481383898697,-0.7025204413251829
-3.3805241035900226,-0.7024233246959453
-3.3804001057235484,-0.7023262080667076
-3.380276144750207,-0.7022290914374703
-3.3801522206298884,-0.7021319748082325
-3.38002833332261,-0.7020348581789952
-3.3799044827885183,-0.7019377415497576
-3.3797806689878853,-0.7018406249205202
-3.3796568918811123,-0.7017435082912826
-3.379533151428724,-0.7016463916620453
-3.3794094475913736,-0.7015492750328081
-3.3792857803298375,-0.7014521584035706
-3.379162149605018,-0.7013550417743333
-3.3790385553779414,-0.7012579251450959
-3.378914997609757,-0.7011608085158584
-3.378791476261738,-0.7010636918866211
-3.3786679912952806,-0.7009665752573836
-3.378544542671902,-0.7008694586281464
-3.3784211303532414,-0.7007723419989091
-3.3782977543010606,-0.7006752253696721
-3.3781744144772405,-0.7005781087404348
-3.3780511108437823,-0.7004809921111976
-3.3779278433628073,-0.7003838754819605
-3.377804611996557,-0.7002867588527233
-3.3776814167073885,-0.7001896422234861
-3.377558257457781,-0.700092525594249
-3.3774351342103284,-0.6999954089650118
-3.3773120469277433,-0.6998982923357748
-3.3771889955729426,-0.6998011757065377
-3.3770659801090215,-0.6997040590773007
-3.3769430004989047,-0.6996069424480635
-3.37682005670571,-0.6995098258188266
-3.3766971486927044,-0.6994127091895896
-3.376574276423284,-0.6993155925603526
-3.3764514398609635,-0.6992184759311154
-3.3763286389693747,-0.6991213593018786
-3.3762058737122627,-0.6990242426726415
-3.376083144053487,-0.6989271260434046
-3.3759604499570175,-0.6988300094141677
-3.375837791386937,-0.6987328927849308
-3.3757151683074396,-0.6986357761556938
-3.3755925806828304,-0.6985386595264568
-3.3754700284775243,-0.6984415428972199
-3.3753475116560456,-0.698344426267983
-3.375225030183029,-0.6982473096387461
-3.3751025840232174,-0.6981501930095092
-3.3749801731414633,-0.6980530763802724
-3.3748577975027256,-0.6979559597510355
-3.374735457072073,-0.6978588431217987
-3.374613151814679,-0.6977617264925617
-3.374490881695827,-0.6976646098633251
-3.3743686466809035,-0.6975674932340883
-3.374246446735403,-0.6974703766048513
-3.3741242818249257,-0.6973732599756148
-3.374002151915175,-0.6972761433463778
-3.373880056971961,-0.697179026717141
-3.3737579969611975,-0.6970819100879043
-3.3736359718489015,-0.6969847934586675
-3.3735139816011936,-0.6968876768294308
-3.3733920261842982,-0.696790560200194
-3.373270105564542,-0.6966934435709574
-3.373148219708353,-0.6965963269417206
-3.3730263685822623,-0.696499210312484
-3.3729045521529017,-0.6964020936832471
-3.3727827703870044,-0.6963049770540104
-3.372661023251403,-0.6962078604247739
-3.372539310713032,-0.6961107437955371
-3.3724176327389253,-0.6960136271663004
-3.372295989296215,-0.6959165105370637
-3.372174380352133,-0.6958193939078271
-3.3720528058740107,-0.6957222772785903
-3.3719312658292764,-0.6956251606493536
-3.3718097601854566,-0.6955280440201173
-3.3716882889101756,-0.6954309273908804
-3.371566851971154,-0.6953338107616439
-3.3714454493362105,-0.6952366941324072
-3.3713240809732583,-0.6951395775031706
-3.3712027468503085,-0.6950424608739338
-3.371081446935466,-0.6949453442446976
-3.3709601811969327,-0.6948482276154607
-3.3708389496030025,-0.694751110986224
-3.370717752122067,-0.6946539943569874
-3.370596588722609,-0.6945568777277509
-3.370475459373207,-0.6944597610985143
-3.3703543640425324,-0.6943626444692778
-3.3702333026993485,-0.694265527840041
-3.3701122753125126,-0.6941684112108047
-3.369991212685696,-0.6940712945815681
-3.3698700839476174,-0.6939741779523303
-3.3697488034203507,-0.6938770613230915
-3.369627409041267,-0.6937799446938495
-3.3695059881425697,-0.6936828280646057
-3.3693845772879523,-0.693585711435361
-3.3692631917374243,-0.6934885948061159
-3.3691418378455658,-0.6933914781768706
-3.3690205182452693,-0.6932943615476252
-3.3688992340145143,-0.6931972449183801
-3.3687779855818403,-0.6931001282891347
-3.3686567731046453,-0.6930030116598898
-3.3685355966271917,-0.6929058950306444
-3.368414456146585,-0.6928087784013992
