log(n_H),log(fHD)
-0.999960567634108,-4.477134283358691
-1.0746341803532928,-4.618411056696271
-1.030081391025706,-4.752670211535266
-1.0203155763775986,-4.852478822495931
-1.010549761694858,-4.894164511040473
-1.0007839469880095,-4.882546006203975
-0.9910181322656781,-4.838675393780903
-0.9812523175336917,-4.781366251385516
-0.9714865027950829,-4.720438461324638
-0.9617206880509704,-4.659609836382338
-0.9519548733015802,-4.600090974049902
-0.9421890585468625,-4.542314808997791
-0.9324232437867107,-4.486465303203407
-0.9226574290209991,-4.4326017061689065
-0.9128916142495768,-4.38070142967401
-0.9031257994722661,-4.33069094887122
-0.8933599846888629,-4.28246862692953
-0.8835941698991432,-4.2359224610472035
-0.8738283551028729,-4.190942541863933
-0.8640625402998177,-4.147427831370758
-0.8542967254897469,-4.105287849674127
-0.8445309106724332,-4.064440557288719
-0.8347650958476568,-4.0248136367077585
-0.8249992810152135,-3.986344639093897
-0.8152334661749261,-3.94898180960411
-0.805467651326659,-3.912684774065451
-0.7957018364703256,-3.8774225048470594
-0.7859360216058957,-3.8431715879634494
-0.7761702067334071,-3.8099161222364577
-0.7664043918529893,-3.77764887657218
-0.7566385769648817,-3.746371055568977
-0.7468727620694908,-3.716098102859845
-0.737106947167508,-3.68687106203058
-0.7273411322600224,-3.6587629047465304
-0.7175753173489116,-3.631917335834214
-0.7078095024369127,-3.6065358453086223
-0.6980436875276576,-3.5828662442933132
-0.6882778726249621,-3.5611184374069373
-0.6785120577330221,-3.541498348599274
-0.668746242854896,-3.524069600878507
-0.6589804279910227,-3.5086499503979645
-0.6492146131382953,-3.4947715188601527
-0.639448798294841,-3.4821410575631053
-0.6261139135734733,-3.4704010129883485
-0.6027725928608685,-3.459027110121086
-0.572855873011997,-3.447517117978645
-0.5395752575282824,-3.4356250782846245
-0.5027323918475837,-3.42294139145667
-0.4623698107587292,-3.40897703195365
-0.41899754438786463,-3.393715119987427
-0.37444475472612565,-3.3771578037815604
-0.32989196503888496,-3.3595560336174866
-0.285339175328475,-3.341201127050452
-0.24078638559872012,-3.3224493480093713
-0.19623359585358455,-3.303615146098819
-0.15168080609641305,-3.284930323913988
-0.1071280163297334,-3.266546080094026
-0.06257522655529763,-3.248548785243261
-0.018022436774241476,-3.230979636499156
0.026530353012704056,-3.2138527261885224
0.07108314280497083,-3.1971708097898035
0.11563593260207719,-3.1809305925491476
0.16018872240369392,-3.165121274153148
0.20474151220960948,-3.1497273671905437
0.2492943020196369,-3.1347330054303635
0.2938470918335844,-3.1201231055309364
0.3383998816511759,-3.1058859332031385
0.38295267147220324,-3.092007651628185
