"log y(H2, HD, e)(log(nH [cm^-3])), created by Plot Digitizer, 2.6.8"
"Date: 3/29/19, 3:57:48 PM"


61
log(nH [cm^-3]),log y(H2, HD, e)
-0.941812,-4.01167,
-0.767249,-4.02378,
-0.598504,-4.07220,
-0.389027,-4.10852,
-0.202826,-4.13273,
-0.0108063,-4.15694,
0.187032,-4.19326,
0.431421,-4.21747,
0.646717,-4.29010,
0.862012,-4.33852,
1.05985,-4.42326,
1.29842,-4.50800,
1.50208,-4.61695,
1.72319,-4.73800,
1.93849,-4.85906,
2.10141,-4.96801,
2.27016,-5.05275,
2.45054,-5.14959,
2.65420,-5.28275,
2.81131,-5.37959,
2.98587,-5.48854,
3.16625,-5.60960,
3.32918,-5.70644,
3.49792,-5.81539,
3.62012,-5.90013,
3.77722,-5.98487,
3.94015,-6.06961,
4.12053,-6.20277,
4.27182,-6.31172,
4.45220,-6.44488,
4.59185,-6.57804,
4.73732,-6.82015,
4.85952,-7.12278,
4.91771,-7.40121,
4.96426,-7.69174,
4.99917,-7.94596,
5.04572,-8.27281,
5.08063,-8.66018,
5.12136,-9.13230,
5.15628,-9.48335,
5.18537,-9.84652,
5.20864,-10.2339,
5.24938,-10.5728,
5.29011,-10.8755,
5.34248,-11.1176,
5.41812,-11.3355,
5.53450,-11.5534,
5.63342,-11.6866,
5.77307,-11.8197,
5.93599,-11.9650,
6.08146,-12.0618,
6.22693,-12.1708,
6.43059,-12.2676,
6.58770,-12.3766,
6.76808,-12.4855,
6.94846,-12.5945,
7.10557,-12.6792,
7.26268,-12.7397,
7.39651,-12.8124,
7.51288,-12.8850,
7.61762,-12.9455,
