"log y(C+, C, CO)(log(nH [cm^-3])), created by Plot Digitizer, 2.6.8"
"Date: 3/29/19, 4:18:29 PM"


39
log(nH [cm^-3]),log y(C+, C, CO)
-1,-8.00389,
-0.866084,-8.05837,
-0.685589,-8.09728,
-0.441048,-8.12840,
-0.179039,-8.16732,
0.0305677,-8.19844,
0.222707,-8.22957,
0.426492,-8.26848,
0.583697,-8.31518,
0.781659,-8.36965,
1.00291,-8.45525,
1.26492,-8.57198,
1.48617,-8.67315,
1.71907,-8.79767,
1.92285,-8.91440,
2.11499,-9.03113,
2.30131,-9.15564,
2.56332,-9.30350,
2.75546,-9.42023,
2.94760,-9.53697,
3.15721,-9.67704,
3.37263,-9.80934,
3.59971,-9.94942,
3.79767,-10.0739,
3.96070,-10.1673,
4.15284,-10.2763,
4.37991,-10.4163,
4.58370,-10.5253,
4.72926,-10.6265,
4.87482,-10.7432,
4.96798,-10.8599,
5.06114,-11.0700,
5.13100,-11.2879,
5.20087,-11.5292,
5.24745,-11.7549,
5.29403,-12.0272,
5.33479,-12.2840,
5.37555,-12.5875,
5.42213,-12.9377,
