"log y(C+, C, CO)(log(nH [cm^-3])), created by Plot Digitizer, 2.6.8"
"Date: 3/29/19, 4:12:57 PM"


56
log(nH [cm^-3]),log y(C+, C, CO)
0.560408,-12.9533,
0.647744,-12.8755,
0.746725,-12.7821,
0.886463,-12.6887,
1.05531,-12.6031,
1.18341,-12.5409,
1.39884,-12.4708,
1.57351,-12.4008,
1.76565,-12.3463,
1.93450,-12.2763,
2.09753,-12.2218,
2.28384,-12.1440,
2.46434,-12.0661,
2.62154,-11.9961,
2.74964,-11.9261,
2.89520,-11.8560,
3.01747,-11.7704,
3.17467,-11.6615,
3.31441,-11.5447,
3.47744,-11.4280,
3.62882,-11.2646,
3.77438,-11.1245,
3.93741,-10.9533,
4.04804,-10.7977,
4.18777,-10.6109,
4.35080,-10.3930,
4.42067,-10.2763,
4.56041,-10.0661,
4.69432,-9.83268,
4.82824,-9.54475,
4.95633,-9.27237,
5.06696,-9.03891,
5.21834,-8.75097,
5.33479,-8.57198,
5.47453,-8.38521,
5.63173,-8.25292,
5.80058,-8.15953,
6.03348,-8.08171,
6.35953,-8.04280,
6.62154,-8.03502,
6.89520,-8.03502,
7.39010,-8.02724,
7.74527,-8.05058,
8.05968,-8.05058,
8.57788,-8.05058,
9.00291,-8.05837,
9.42212,-8.05837,
9.93450,-8.05058,
10.5284,-8.05837,
10.7671,-8.05058,
11.1048,-8.05058,
11.4774,-8.05058,
11.8326,-8.05058,
12.2227,-8.05058,
12.5662,-8.05837,
12.9738,-8.05837,
