"log y(H2, HD, e)(log(nH [cm^-3])), created by Plot Digitizer, 2.6.8"
"Date: 3/29/19, 4:44:57 PM"


50
log(nH [cm^-3]),log y(H2, HD, e)
-0.981143,-5.65966,
-0.958186,-5.22210,
-0.911961,-4.86955,
-0.830903,-4.52906,
-0.726584,-4.26143,
-0.575802,-4.04228,
-0.378586,-3.82302,
-0.129116,-3.62793,
0.137781,-3.45709,
0.346663,-3.33502,
0.543930,-3.20083,
0.776016,-3.05439,
0.955884,-2.94454,
1.19377,-2.79809,
1.43747,-2.65162,
1.68697,-2.51729,
1.95970,-2.38290,
2.22082,-2.27285,
2.47616,-2.18711,
2.71989,-2.08925,
2.94040,-2.00361,
3.16670,-1.89365,
3.39299,-1.75938,
3.61925,-1.57649,
3.83390,-1.39364,
4.09498,-1.19852,
4.39669,-1.00329,
4.74483,-0.807937,
5.02917,-0.685669,
5.32512,-0.575523,
5.63270,-0.489652,
5.91126,-0.416010,
6.29432,-0.366401,
6.68898,-0.316763,
7.04884,-0.291520,
7.35646,-0.290719,
7.75696,-0.289676,
8.13424,-0.288693,
8.56956,-0.287560,
9.14419,-0.286063,
9.67818,-0.284673,
10.0032,-0.283826,
10.4560,-0.282647,
10.8507,-0.281619,
11.3034,-0.280440,
11.7561,-0.279261,
12.1566,-0.290371,
12.4991,-0.289479,
12.8125,-0.276510,
12.9924,-0.276042,
