log(n_H),log(fH2)
-1.1200056924734734,-5.879994307526527
-1.1148325748423353,-5.128615491146378
-1.1104787363336082,-4.888380034902184
-1.1095070810767893,-4.744301567754279
-1.1085354258199709,-4.643630436988454
-1.1075637705631527,-4.567554574942228
-1.1065921153063345,-4.507279046240694
-1.1056204600495172,-4.4579803779874885
-1.1046488047927008,-4.416728324454528
-1.1036771495358855,-4.381610616449396
-1.1027054942790704,-4.351311332049271
-1.1017338390222553,-4.324886943817937
-1.1007621837654409,-4.301638362943382
-1.0997905285086267,-4.281033537729427
-1.0988188732518143,-4.262658345479013
-1.0978472179950018,-4.246184356518771
-1.0968755627381896,-4.2313469516320055
-1.095903907481378,-4.217929825809916
-1.0949322522245661,-4.205753974648503
-1.0939605969677562,-4.194669568304398
-1.0929889417109464,-4.184549993995005
-1.092017286454137,-4.175287446826402
-1.091045631197328,-4.166789363457897
-1.090073975940519,-4.158975691832993
-1.0891023206837112,-4.151776713511062
-1.088130665426904,-4.145131321334647
-1.0871590101700974,-4.138985839387213
-1.086187354913291,-4.133292771548467
-1.0852156996564846,-4.128009990635517
-1.0842440443996788,-4.123099905909413
-1.0832723891428744,-4.11852876932794
-1.0823007338860704,-4.114266334210281
-1.0813290786292666,-4.110285383066638
-1.080357423372463,-4.1065613703297155
-1.0793857681156598,-4.103072060451949
-1.0784141128588582,-4.099797200687744
-1.077442457602057,-4.096718349650549
-1.0764708023452558,-4.093818804092051
-1.075499147088455,-4.091083324991463
-1.0745274918316543,-4.088497989230453
-1.0735558365748552,-4.086049996908124
-1.0725841813180566,-4.083727586993118
-1.0716125260612583,-4.081520047594065
-1.0706408708044601,-4.079417571135015
-1.0696692155476621,-4.077411153500682
-1.0686975602908655,-4.075492477779222
-1.06772590503407,-4.073653850859991
-1.0667542497772744,-4.071888242426382
-1.0657825945204789,-4.070189229213146
-1.0648109392636838,-4.0685509040258285
-1.0638392840068895,-4.06696780532575
-1.0628676287500967,-4.065434848159308
-1.0618959734933042,-4.063947372587202
-1.0609243182365118,-4.062501156415582
-1.0599526629797196,-4.061092318847864
-1.0589810077229278,-4.059717282850472
-1.0580093524661378,-4.058372687357584
-1.0570376972093483,-4.057055437475145
