log(n_H),log(fH2)
-1.1200056924734734,-5.879994307526527
-1.0802878735369454,-3.3292333458502235
-1.0357308621047692,-3.0191291233654236
-0.9911894913521997,-2.8366882618915654
-0.9466359081401321,-2.7075722454559896
-0.9020830487250138,-2.6076196205407856
-0.857530307265804,-2.525900658734314
-0.8129775798343094,-2.4565977877394127
-0.7684248408583904,-2.396381785661724
-0.7238720869870112,-2.342965584045183
-0.6793193211937184,-2.294791706625454
-0.6347665467984093,-2.250768743484852
-0.5902137666990996,-2.210088500337798
-0.5456609830242634,-2.172139568147886
-0.5011081971711472,-2.1364496020570667
-0.45655541000287425,-2.1026446668303906
-0.4120026221147308,-2.070428739862084
-0.3674498337650131,-2.0395906250868054
-0.3228970451146861,-2.0099536608403623
-0.27834425626394244,-1.9813674830562737
-0.23379146727911543,-1.953697125078272
-0.18923867819756743,-1.9268280464483487
-0.1446858890373451,-1.900663090178246
-0.10013309980476798,-1.8751189579256888
-0.05558031050005657,-1.8501240295385217
-0.011027521121243255,-1.8256092462790345
0.03352526833814792,-1.8015111608436287
0.07807805789665401,-1.7777797106991509
0.12263084757906714,-1.7543831797577696
0.1671836374081713,-1.7312967501507108
0.21173642740653661,-1.7084972042955318
0.2562892175986877,-1.6859629810113006
0.3008420080114796,-1.6636744620897517
0.34539479866645084,-1.6416132060483624
0.3899475895784295,-1.6197514379374331
0.43450038076739594,-1.5980623295438818
0.4790531722605552,-1.576523181658689
0.523305661024525,-1.5551162480521934
0.5664059991033106,-1.533834348682878
0.6090233188191814,-1.5126969862111792
0.6516538166137904,-1.4917075020256074
0.6941585131254974,-1.4708565451980926
0.736407668240256,-1.4501390626158024
0.7784415926370924,-1.429552422530424
0.8202495930678576,-1.4090937751043893
0.8617982192557258,-1.3887603206982537
0.903080067157819,-1.3685497555909485
0.9440891360721904,-1.3484608079605271
0.9848180205664688,-1.328491920583222
1.0252641913208116,-1.3086416967045618
1.065426874138512,-1.2889097677621537
1.1053695841132913,-1.2692963975936837
1.1451650929892925,-1.2498001507647545
1.1847918295058846,-1.2304186088618554
1.2242200415293376,-1.2111499884055215
1.263455055441602,-1.191992657065334
1.302497394383244,-1.172945413427776
1.3413457111905638,-1.1540074566158174
1.3800078006363536,-1.1351781467865731
1.418493458275569,-1.1164563509824528
1.456810484021706,-1.0978413423722484
1.494969556674358,-1.0793326419148577
1.5329858009648727,-1.0609297831176356
