"log y(O, OH, H2O)(log(nH [cm^-3])), created by Plot Digitizer, 2.6.8"
"Date: 3/29/19, 4:58:22 PM"


64
log(nH [cm^-3]),log y(O, OH, H2O)
-0.970942,-10.7953,
-0.936073,-10.5679,
-0.883769,-10.3314,
-0.808219,-10.1313,
-0.703611,-9.93112,
-0.604815,-9.77648,
-0.471150,-9.62183,
-0.337484,-9.46719,
-0.209631,-9.33073,
-0.0527190,-9.17609,
0.0925695,-9.06693,
0.319220,-8.99415,
0.511000,-8.96686,
0.702781,-8.89409,
0.877127,-8.83951,
1.06891,-8.81222,
1.22001,-8.81222,
1.34786,-8.83951,
1.51059,-8.88499,
1.65587,-8.93047,
1.79535,-8.91228,
1.89996,-8.82131,
2.00457,-8.70305,
2.11499,-8.56660,
2.18472,-8.43015,
2.28352,-8.27550,
2.41137,-8.05718,
2.52760,-7.82066,
2.64965,-7.59324,
2.75425,-7.36582,
2.88211,-7.16569,
3.04483,-7.03834,
3.26567,-6.99285,
3.51557,-6.98376,
3.77709,-7.03834,
3.96306,-7.10201,
4.18389,-7.19298,
4.45122,-7.25666,
4.71856,-7.32943,
4.99170,-7.35673,
5.28227,-7.40221,
5.54379,-7.42040,
5.90992,-7.49318,
6.20631,-7.53866,
6.40390,-7.58415,
6.66542,-7.62963,
6.88626,-7.70240,
7.07804,-7.76608,
7.26401,-7.85705,
7.52553,-7.98441,
7.73474,-8.14815,
7.90328,-8.27550,
8.07181,-8.44834,
8.20548,-8.63938,
8.35077,-8.86680,
8.43794,-9.04873,
8.54255,-9.26706,
8.61229,-9.46719,
8.68203,-9.68551,
8.74014,-9.90383,
8.82150,-10.1858,
8.88543,-10.4951,
8.94936,-10.7498,
9.00166,-11.0045,
