log(n_H),log(fHD)
1.2259501527803918,-2.8785807326057693
1.2705029426291392,-2.869254470298397
1.3150557324825287,-2.860025946767375
1.3596085223411656,-2.850880535259583
1.4041613122052106,-2.8418135345623012
1.4487141020750567,-2.8328159059975726
1.4932668919512773,-2.8238758076214103
1.5378196818346397,-2.8149787500339873
1.5823724717257923,-2.8061131939162554
1.6269252616259728,-2.7972577024185683
1.6714780515365013,-2.788391543133248
1.716030841459048,-2.7794891646721513
1.760583631396043,-2.7705139746937437
1.8051364213498196,-2.7614345619018876
1.8496892113232568,-2.7522132403384862
1.8942420013205847,-2.7427938515902177
1.9387947913457726,-2.7331301556285474
1.983347581402927,-2.723178867949294
2.0279003714985055,-2.7128660739868233
2.072453161638607,-2.702132068782587
2.117005951827935,-2.6909456521890642
2.1615587420750177,-2.679227828466252
2.2061115323878284,-2.6669194173737685
2.2506643227699272,-2.6540311615449954
2.295217113230629,-2.6405037093164454
2.339769903777406,-2.6263138926446103
2.38432269441009,-2.6115403445987257
2.4288754851360186,-2.596170926511169
2.473428275955711,-2.5802783921004075
2.5179810668642633,-2.5639903569425875
2.562533857863626,-2.547350479649198
2.607086648937269,-2.5305851894262825
2.6516394400828456,-2.5137543229964834
2.6961922312824065,-2.4970548311729077
2.7407450225194263,-2.4806426118386944
2.7852978137778583,-2.464646473480944
2.8293068816241824,-2.4492423933325456
2.872560925719215,-2.4345692765906928
2.915145229390748,-2.4206788167536213
2.957041929492475,-2.4077786987573733
2.998169152879641,-2.395919547672986
3.0384819950940134,-2.385213787294171
3.0779684300468544,-2.37566488221792
3.1166103114958323,-2.367316526603523
3.1544079259375017,-2.3601515103251804
3.1913605225035044,-2.3542389537204422
3.2274467324579037,-2.3494804087195784
3.262684014649608,-2.3459027992729085
3.29709735163566,-2.3434533179126285
3.3306808182487453,-2.3420739551669914
3.3634729244982786,-2.341743707706315
3.39548901391088,-2.342431115908524
3.42672998317648,-2.3440878460407597
3.4572139873816923,-2.346649605570596
3.4869690787980963,-2.35002583546845
3.5160378873823546,-2.354159901938481
3.544455422425007,-2.3589951426030886
3.571860742493996,-2.364470822612387
3.598745008612381,-2.3704714365410235
3.625122680047528,-2.3769733533581707
3.650999648885809,-2.383886488220105
3.6764072948710425,-2.391141976129011
3.7013759514337576,-2.398677524935622
3.7259219467497693,-2.406433513473559
3.7500598182262803,-2.4143509850473754
3.7738022166034684,-2.4223728083871183
3.797160178392274,-2.4304288111674257
3.820152053760665,-2.438419326997891
3.8428241717158147,-2.4463054392919377
3.865211373243105,-2.4540575581243576
3.887316497817163,-2.461647563605008
3.9091393831470342,-2.4690458645351256
3.930677404604817,-2.4761577079771913
3.951978658518508,-2.4829707576807567
3.9730897336257893,-2.489482316103324
3.994005167953363,-2.4956757371074563
4.0147280334331,-2.5015024515605555
4.0353009612808,-2.5069733653836
4.055751913722198,-2.512101748521715
4.076063136301156,-2.516897466881268
4.096213196213162,-2.5213197174267847
4.116235988721303,-2.525381451425283
4.1361729467900235,-2.529103396259872
4.156009252689811,-2.5324812176187708
4.175755454890452,-2.5355172542213653
4.195447289057999,-2.538236205666282
4.215085122439356,-2.5406593907229147
4.234636644600338,-2.542788994944107
4.254097441268113,-2.5446264237367493
4.273503576683917,-2.5461938315244224
4.292862887336857,-2.5475056001386975
4.312158676309966,-2.5485628426017035
4.331427420071965,-2.54938713016875
4.350687049975693,-2.5499966686013043
4.3698992560773275,-2.550402476072517
4.389038608438195,-2.550607101377311
4.408138550967173,-2.5506269067576275
4.427220281999233,-2.5504750465162864
4.4462516682106985,-2.550156456960564
4.465270721607152,-2.5496852159542325
4.4843057622346265,-2.549072587652873
4.50331473623619,-2.5483269487573477
4.522260694514344,-2.547454898905528
4.541175952804657,-2.546465856217553
4.560087747727389,-2.545367037955488
4.578955873284688,-2.5441673129394955
4.597818640888725,-2.542873681685536
4.616708750860421,-2.541491106358754
4.635582871452797,-2.5400236293111957
4.654398939235167,-2.5384813804516773
4.673190453823407,-2.5368682349360165
4.691989775590817,-2.5351865620769343
4.710755799035201,-2.533447554107809
4.7295272423053625,-2.5316531895345844
4.748337282755109,-2.5298038764449506
4.76714071001874,-2.52790051797768
4.785893058288155,-2.5259553809117006
4.804628365301441,-2.5239684352724234
4.823379224475958,-2.5219387142143677
4.842102336706773,-2.5198789488540823
4.860838321592467,-2.517787565150474
4.879621052229541,-2.515661990108953
4.898402341907558,-2.51350135448593
4.917137399153357,-2.5113040084053377
4.9357696600458905,-2.5089644502967015
4.953578144770385,-2.5066477589963325
4.970755071243347,-2.5043353591988775
4.9880151462672995,-2.502038715096246
5.0054176538699595,-2.49973540368581
5.02309830767513,-2.497431402754752
5.04102558740398,-2.495118749978823
5.059213172557849,-2.492811041243926
5.0776524167550114,-2.490494638375661
5.096329523799485,-2.4881633126299354
5.115144346696863,-2.485810249958497
5.1339895969793945,-2.4834334862238925
5.152774533461906,-2.4810448650779593
5.171498965379137,-2.4786457127294947
5.1901952693594815,-2.476251087682037
5.20894367260751,-2.4738570447909907
5.227798061652661,-2.471450266620748
5.246701386843018,-2.469029703631743
5.265587118091793,-2.466593286377391
5.284410717392669,-2.46415012082143
5.303191211272795,-2.461703525225468
5.321967503249945,-2.45925634997872
5.34077439900813,-2.4567599148517774
5.35936234608095,-2.4542639543980864
5.377705873093201,-2.4517671796155227
5.396011116949063,-2.449275946484206
5.414294733379018,-2.446784383754869
5.432602241194749,-2.4443046750390285
5.45099539964087,-2.4418327689328465
5.4695371651460505,-2.4393639452275466
5.488207140821936,-2.4368878439883392
5.506948878132507,-2.434406522509505
5.525713942456831,-2.43191678602732
5.544469823543731,-2.429418403933168
5.563178183483404,-2.4269272444159933
5.58190222201409,-2.4244441749738366
5.600718434368922,-2.421961854790366
5.619618836215666,-2.4194737113448217
5.638559015485324,-2.4169806411692805
5.657502965188695,-2.414478782801265
5.676418884463963,-2.4119680169759836
5.69526945499044,-2.4094658710977725
5.714127262354886,-2.4069758288849408
5.733091400673061,-2.4044899632824155
5.752161783916351,-2.401997950182935
5.771281203849316,-2.3995023220337184
5.790406697694971,-2.3969963313759464
5.809497679264704,-2.3944802812548818
5.8285080083780025,-2.391971248763684
5.84750788651951,-2.389474888948879
5.866613199675476,-2.386985242549584
5.885839177820651,-2.384493572480451
5.905128324642055,-2.3819956437788212
5.924424258475038,-2.3794911787582014
5.943681232762301,-2.376975363671029
5.962848071831635,-2.374467804739891
5.981979976010965,-2.3719748322261163
6.001209479262083,-2.369491774728996
6.020567947472898,-2.367008104229336
6.039997385982754,-2.364518263124525
6.059436229366588,-2.3620224409320056
6.078832057912615,-2.359517579940186
6.098125780998404,-2.3570080882354443
6.117297341251657,-2.354523419712764
6.13653409722605,-2.3520367911282904
6.15585685564577,-2.349546105117874
6.175118896889352,-2.3470608376145496
6.194384789734676,-2.3445738316066267
6.213663495561522,-2.3420733258708957
6.23282136886061,-2.3395913781599194
6.251958513841434,-2.337087087968861
6.271000653155854,-2.3346979990024423
6.290474069601956,-2.332268052172737
6.310367905764116,-2.329827305435799
6.330122829178568,-2.327282320831982
6.349294173192165,-2.3248797425830836
6.368551366384043,-2.3224261359969653
6.388185144205386,-2.3200443830828013
6.407925904651357,-2.317585312420181
6.427685749440647,-2.3152191253509216
6.447483965250755,-2.312748238618921
6.4671133817218935,-2.310400773734587
6.486697026609544,-2.307913902377156
6.505984555775435,-2.305573822477465
6.525183141193715,-2.303055569973275
6.5439287668612085,-2.3007877022548966
6.562870280970444,-2.2983262207923656
6.581956934760711,-2.29610486737512
6.60123612238661,-2.293659570129035
6.620487740309495,-2.291482090862303
6.639756810024924,-2.289138364065904
6.6593436383823175,-2.287008851671191
6.678989439263496,-2.28487757327383
6.699815781290912,-2.282750678896589
6.72062938454589,-2.280345921501969
6.7398864875615265,-2.27813938923079
6.75841891989078,-2.275937421348183
6.777546953088626,-2.27377150661109
6.796547636064317,-2.271601671745581
6.815650896438939,-2.2694369737175655
6.834611758904394,-2.2672761008570395
6.8534456627444635,-2.2651368391323317
6.872227608129272,-2.263007979216816
6.89100583738874,-2.260946462659844
6.910120475220405,-2.258875905400976
6.929506129804729,-2.256752811266272
6.948431177270885,-2.2548912812022466
6.968876260938348,-2.252706780966943
6.989119128448397,-2.2506613366467225
7.008147437318056,-2.248568813957203
7.0274558363229644,-2.2466071908860084
7.046944290117396,-2.2445564260010813
7.066571987368196,-2.2425441261937746
7.0858073160794515,-2.240535827982782
7.105212554683928,-2.2386210155913773
7.125133194892018,-2.236570653834211
7.144738374948413,-2.234596623298074
7.1639125688080885,-2.2325379701226042
7.182839787236907,-2.2306088393247907
7.201880404915643,-2.22864197483528
7.221443847366974,-2.2266443167678167
7.240541589565395,-2.2247263500335084
7.260010325046735,-2.2227160041572436
7.279350867728252,-2.220717213888842
7.298120648953549,-2.218879034999693
7.318090063090562,-2.2168804401650397
7.338115659537309,-2.214964651051509
7.357775405832221,-2.2129441350639567
7.37735128138094,-2.210903761766818
7.395996730767286,-2.208997625549265
7.415393872342406,-2.2069955403174903
7.435046682084397,-2.2049715898462243
7.454010181196866,-2.203088207949944
7.473982940928036,-2.2010211386783065
7.49375551694762,-2.198951246149606
7.512349450026375,-2.196889526167234
7.530931112301651,-2.194977824194562
7.550624119009047,-2.192981213871127
7.571056144272611,-2.1908822648730224
7.590526378474154,-2.18877553643683
7.609427457353218,-2.186829580267539
7.629508766135717,-2.1846810215684744
7.649468141758931,-2.1826453402851107
7.669103042999466,-2.180449605432672
7.688612470046356,-2.1782586593486335
7.707082511614537,-2.1760678874071635
7.725631834751861,-2.1740613533890847
7.745763625913551,-2.171927766898677
7.766821985437381,-2.1696472208605666
7.7864472809009015,-2.167343047041084
7.805183068487377,-2.16522178917411
7.825246873404266,-2.1629337012735337
7.8457348955150605,-2.1605725029549827
7.8649334457903715,-2.1581944200796648
7.883822281866331,-2.1558163738529994
7.90271830276491,-2.1534279358559076
7.9218232242050455,-2.1510242414120757
7.941187196246355,-2.1486069176446176
7.960878870326859,-2.1461765905501564
7.980977471681568,-2.143708450507414
8.001339700345884,-2.1412131278994595
8.02188388008275,-2.1386599012280985
8.042462165482355,-2.136120762483956
8.063400894336551,-2.1335069633362713
8.084603050146516,-2.1308129853725823
8.105403127604221,-2.1281029942611704
8.126256324651607,-2.125323142678895
8.147211314729908,-2.1225159628150845
8.168250152626005,-2.1195303244548307
8.18864120677976,-2.1166166384905036
8.209137943120687,-2.1136167996165947
8.230403953682425,-2.1104504832580027
8.250791631327242,-2.1073158148645885
8.271289130546933,-2.1039052059166647
8.290922526066554,-2.1006473070943232
8.310686328358875,-2.0970880492195807
8.330353459360348,-2.093715102962736
8.350366675350406,-2.090009347099006
8.37060643539574,-2.0862523294445956
8.389284463926856,-2.082641947959224
8.410250355104457,-2.0789318850489735
8.433028358978044,-2.074896268150981
8.454430829461495,-2.070797377849813
8.474988927979224,-2.066635001110027
8.49632231476995,-2.0623659848394453
8.51809124292116,-2.057942323928763
8.539905233898747,-2.0533663032457437
8.561604605380007,-2.0486363964094187
8.58326842654419,-2.043750239557243
8.604951981305595,-2.0387038004200813
8.626718238779961,-2.033491741912881
8.648652180590705,-2.0281034272600493
8.670812379120967,-2.022527474133242
8.693215633047743,-2.0167381987347897
8.715789951423897,-2.010713483205625
8.738401577796246,-2.0044382058741363
8.760982116088014,-1.9978993072581772
8.78351254602361,-1.9910872244478492
8.806017753414526,-1.9839885498404541
8.828528147698574,-1.9766236484612063
8.851270740138885,-1.9689767052577192
8.874508335442885,-1.9610048753770812
8.898148309550358,-1.952673657949059
8.922028409970276,-1.9439532641469819
8.946096905200708,-1.9348183499661893
8.970332219601714,-1.9252439860769912
8.99473856109002,-1.9152056645179356
9.019329837172943,-1.9046766797727661
9.044124024285397,-1.893629203843705
9.069140131850874,-1.882035432620632
9.094397363994489,-1.8698644422154969
9.119914651787946,-1.8570840974206178
9.145710368638959,-1.8436627916505917
9.17180252903578,-1.8295654987129923
9.198208543713086,-1.8147564940575087
9.224944968353629,-1.7992007660239828
9.252027682641248,-1.7828603348842647
9.279471482633479,-1.7656972167926357
9.307734904243059,-1.74767423068627
9.33641845097868,-1.728719969694289
9.36551033159791,-1.7087940182095234
9.395024003142316,-1.6875048936770645
9.42343247950063,-1.6654576453777936
9.452134680980384,-1.6424675265229212
9.482846942421265,-1.6185041107095963
9.514114280261506,-1.5933905394029515
9.545791088883012,-1.5671119749028526
9.578014890534332,-1.5396145534803378
9.610689590438913,-1.5110113943840633
9.644177011800426,-1.4810656428124886
9.678129743667588,-1.4497920391800674
9.711961795973222,-1.4172167027079148
9.746053156167124,-1.3837153389659103
9.78155313511986,-1.3486881794727272
9.817134020878624,-1.3124247517801135
9.851840132638653,-1.2748499931546051
9.886681331860506,-1.236279441357409
9.921394369624547,-1.1969497017422785
9.956658290653726,-1.156880576369633
9.992029719971182,-1.1160945461896583
10.0259976127095,-1.0748421320725878
10.058534271336818,-1.0335310173851024
10.090497627571,-0.9923174629718572
10.121893972604711,-0.9515020386159062
10.15279097774697,-0.911231536090341
10.183558194333457,-0.871589091778329
10.213956727521836,-0.8326124849771577
10.24357898895147,-0.7945117538929021
10.272772431505542,-0.757843088587581
10.304805185006288,-0.7219249714383862
10.338065310677866,-0.6866792838064857
10.369241052264751,-0.6519880439052189
10.399200094087035,-0.6182773072859921
10.428349572681702,-0.5857592498960464
10.45775137610761,-0.5547040649456194
10.489293039086467,-0.5246908441355708
10.521505319169504,-0.4955807972838349
10.551566400284445,-0.4675348387671079
10.581170667967966,-0.44080827400390843
10.612253894006646,-0.41534601197531146
10.64458179977116,-0.3909797454208717
10.677087505277605,-0.36762998380820033
10.709543595858795,-0.3453719743609472
10.742932864761073,-0.3240916465873088
10.77658230113564,-0.30377920475846937
10.8093599428374,-0.2844434860878208
10.841807983933577,-0.2661631766291652
10.874017073101797,-0.24902021132848776
10.907662791833625,-0.23291526763216108
10.94335123750798,-0.21765395669820434
10.97836931200942,-0.20318653392668085
11.012246984861868,-0.1895966381227028
11.047360713937188,-0.1768542999166749
11.083393269176993,-0.16486793793320656
11.118539903685113,-0.15359006314163207
11.152596759674585,-0.14310033325808896
11.18743212905371,-0.13333463309737262
11.22282476550778,-0.12425944628723
11.258556211149033,-0.11576839291362274
11.294911654422204,-0.10783669067762097
11.330205120450353,-0.10043338812515382
11.364108633729815,-0.09358622304849779
11.398383614572998,-0.08725873118150677
11.434274685488006,-0.0813839759087441
11.470017101100662,-0.07589493879881982
11.504622625166322,-0.07078221083338421
11.538367141721503,-0.06604671660352418
11.571860923365271,-0.06166995332571558
11.605343591338585,-0.05762079523714119
11.638599425297546,-0.05386911833286073
11.671291985184542,-0.05039452229220289
11.703381232956918,-0.047178824190669794
11.735157280896619,-0.04420499702003775
11.76668910786375,-0.04144896993030019
11.797431717045246,-0.038895763364804714
11.827387267049001,-0.036533704205647964
11.85699874663177,-0.03434915299755708
