z,k(s^-1)
0.0000E+000,4.0292703157505755e-12
0.4912E-001,4.645735004330228e-12
0.1006E+000,5.3495299981578435e-12
0.1547E+000,6.14890459929398e-12
0.2114E+000,7.052822290031449e-12
0.2709E+000,8.069888528050924e-12
0.3333E+000,9.208281322602752e-12
0.3988E+000,1.0476048329503648e-11
0.4675E+000,1.1879923646757447e-11
0.5396E+000,1.3428233379469489e-11
0.6152E+000,1.512500769636996e-11
0.6945E+000,1.6972569651079263e-11
0.7778E+000,1.8965611112598652e-11
0.8651E+000,2.1093072758639963e-11
0.9567E+000,2.3336895199988056e-11
0.1053E+001,2.5676772407414673e-11
0.1154E+001,2.808773661142593e-11
0.1259E+001,3.053684273921747e-11
0.1370E+001,3.298502018884258e-11
0.1487E+001,3.5387070810421825e-11
0.1609E+001,3.77052588927629e-11
0.1737E+001,3.9916386563711985e-11
0.1871E+001,4.205030096212279e-11
0.2013E+001,4.4179899162720026e-11
0.2160E+001,4.614510352038656e-11
0.2316E+001,4.7617200699333075e-11
0.2479E+001,4.853893924367483e-11
0.2649E+001,4.8881106190719385e-11
0.2829E+001,4.8643151108993753e-11
0.3017E+001,4.787115336061746e-11
0.3214E+001,4.6626706652541333e-11
0.3421E+001,4.499258538353416e-11
0.3638E+001,4.3056287887947394e-11
0.3866E+001,4.0900936043278296e-11
0.4105E+001,3.860916218912333e-11
0.4356E+001,3.625159048837831e-11
0.4619E+001,3.388951339794917e-11
0.4895E+001,3.1564708453131946e-11
0.5184E+001,2.925230837581391e-11
0.5488E+001,2.6807512273441642e-11
0.5807E+001,2.440249915313474e-11
0.6141E+001,2.2341772483670902e-11
0.6492E+001,2.059963274120445e-11
0.6859E+001,1.90757034272009e-11
0.7246E+001,1.7693861023117412e-11
0.7650E+001,1.6411167479139264e-11
0.8075E+001,1.5206597957001994e-11
0.8521E+001,1.4068561036003977e-11
0.8989E+001,1.2987914533525391e-11
0.9479E+001,1.196141584633379e-11
0.9994E+001,1.0983284252985744e-11
0.1053E+002,1.0043884095762609e-11
0.1110E+002,9.127445540965256e-12
0.1169E+002,8.213533856020394e-12
0.1232E+002,7.2720155662742064e-12
0.1297E+002,6.284258519173464e-12
0.1366E+002,5.215231594714922e-12
0.1438E+002,4.051737952965482e-12
0.1513E+002,2.7056815609320775e-12
0.1593E+002,0.0
