z,k(s^-1)
0.0000E+000,1.8454825654535796e-14
0.4912E-001,2.0646266898319183e-14
0.1006E+000,2.305758194577989e-14
0.1547E+000,2.5699105278715536e-14
0.2114E+000,2.8581162848326624e-14
0.2709E+000,3.1707764960869814e-14
0.3333E+000,3.508368987965521e-14
0.3988E+000,3.870372634239161e-14
0.4675E+000,4.2560613887566413e-14
0.5396E+000,4.6649846639622796e-14
0.6152E+000,5.094843208783848e-14
0.6945E+000,5.5429337567187586e-14
0.7778E+000,6.003498269208175e-14
0.8651E+000,6.468699057442159e-14
0.9567E+000,6.928903673079965e-14
0.1053E+001,7.374378562409327e-14
0.1154E+001,7.795129604112778e-14
0.1259E+001,8.179145303943518e-14
0.1370E+001,8.514424376820578e-14
0.1487E+001,8.78968087404903e-14
0.1609E+001,8.997244647741594e-14
0.1737E+001,9.128386815450866e-14
0.1871E+001,9.181530064604898e-14
0.2013E+001,9.153733716252293e-14
0.2160E+001,9.034497621505433e-14
0.2316E+001,8.813402853918055e-14
0.2479E+001,8.501834813443641e-14
0.2649E+001,8.115331081394793e-14
0.2829E+001,7.669426157780351e-14
0.3017E+001,7.181662460375046e-14
0.3214E+001,6.666834890585539e-14
0.3421E+001,6.140352867052737e-14
0.3638E+001,5.6148389771016366e-14
0.3866E+001,5.098696877657859e-14
0.4105E+001,4.600645275212969e-14
0.4356E+001,4.1263088770313276e-14
0.4619E+001,3.6811381402639826e-14
0.4895E+001,3.273529325371419e-14
0.5184E+001,2.908483616903982e-14
0.5488E+001,2.583096253638064e-14
0.5807E+001,2.293629797214463e-14
0.6141E+001,2.0364321062525585e-14
0.6492E+001,1.8076482195544008e-14
0.6859E+001,1.6037699392146894e-14
0.7246E+001,1.4219302106238054e-14
0.7650E+001,1.2591611641609838e-14
0.8075E+001,1.1130118214790911e-14
0.8521E+001,9.815982474359856e-15
0.8989E+001,8.63340805550542e-15
0.9479E+001,7.566947047036589e-15
0.9994E+001,6.599808260478524e-15
0.1053E+002,5.716508988043316e-15
0.1110E+002,4.908182104552155e-15
0.1169E+002,4.159839602332743e-15
0.1232E+002,3.4437193191501937e-15
0.1297E+002,2.7457392521118403e-15
0.1366E+002,2.0582180907596305e-15
0.1438E+002,1.3749124600608764e-15
0.1513E+002,6.865166178570741e-16
0.1593E+002,0.0
