wavelength photoabsorption photodissociation photoionisation
1.179000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.180000e+02 8.885898e-29 8.885898e-29 0.000000e+00
1.181000e+02 4.561756e-28 4.561756e-28 0.000000e+00
1.182000e+02 2.215545e-27 2.215545e-27 0.000000e+00
1.183000e+02 1.017997e-26 1.017997e-26 0.000000e+00
1.184000e+02 4.425171e-26 4.425171e-26 0.000000e+00
1.185000e+02 1.819832e-25 1.819832e-25 0.000000e+00
1.186000e+02 7.080274e-25 7.080274e-25 0.000000e+00
1.187000e+02 2.606072e-24 2.606072e-24 0.000000e+00
1.188000e+02 9.074870e-24 9.074870e-24 0.000000e+00
1.189000e+02 2.989593e-23 2.989593e-23 0.000000e+00
1.190000e+02 9.317539e-23 9.317539e-23 0.000000e+00
1.191000e+02 2.747312e-22 2.747312e-22 0.000000e+00
1.192000e+02 7.663592e-22 7.663592e-22 0.000000e+00
1.193000e+02 2.022434e-21 2.022434e-21 0.000000e+00
1.194000e+02 5.049333e-21 5.049333e-21 0.000000e+00
1.195000e+02 1.192645e-20 1.192645e-20 0.000000e+00
1.196000e+02 2.665054e-20 2.665054e-20 0.000000e+00
1.197000e+02 5.634020e-20 5.634020e-20 0.000000e+00
1.198000e+02 1.126804e-19 1.126804e-19 0.000000e+00
1.199000e+02 2.132043e-19 2.132043e-19 0.000000e+00
1.200000e+02 3.816464e-19 3.816464e-19 0.000000e+00
1.201000e+02 6.463146e-19 6.463146e-19 0.000000e+00
1.202000e+02 1.035486e-18 1.035486e-18 0.000000e+00
1.203000e+02 1.569504e-18 1.569504e-18 0.000000e+00
1.204000e+02 2.250598e-18 2.250598e-18 0.000000e+00
1.205000e+02 3.053171e-18 3.053171e-18 0.000000e+00
1.206000e+02 3.918519e-18 3.918519e-18 0.000000e+00
1.207000e+02 4.757846e-18 4.757846e-18 0.000000e+00
1.208000e+02 5.465329e-18 5.465329e-18 0.000000e+00
1.209000e+02 5.939364e-18 5.939364e-18 0.000000e+00
1.210000e+02 6.106342e-18 6.106342e-18 0.000000e+00
1.211000e+02 5.939364e-18 5.939364e-18 0.000000e+00
1.212000e+02 5.465329e-18 5.465329e-18 0.000000e+00
1.213000e+02 4.757846e-18 4.757846e-18 0.000000e+00
1.214000e+02 3.918519e-18 3.918519e-18 0.000000e+00
1.215000e+02 3.053171e-18 3.053171e-18 0.000000e+00
1.216000e+02 2.250598e-18 2.250598e-18 0.000000e+00
1.217000e+02 1.569504e-18 1.569504e-18 0.000000e+00
1.218000e+02 1.035486e-18 1.035486e-18 0.000000e+00
1.219000e+02 6.463146e-19 6.463146e-19 0.000000e+00
1.220000e+02 3.816464e-19 3.816464e-19 0.000000e+00
1.221000e+02 2.132043e-19 2.132043e-19 0.000000e+00
1.222000e+02 1.126804e-19 1.126804e-19 0.000000e+00
1.223000e+02 5.634020e-20 5.634020e-20 0.000000e+00
1.224000e+02 2.665054e-20 2.665054e-20 0.000000e+00
1.225000e+02 1.192645e-20 1.192645e-20 0.000000e+00
1.226000e+02 5.049333e-21 5.049333e-21 0.000000e+00
1.227000e+02 2.022434e-21 2.022434e-21 0.000000e+00
1.228000e+02 7.663592e-22 7.663592e-22 0.000000e+00
1.229000e+02 2.747312e-22 2.747312e-22 0.000000e+00
1.230000e+02 9.317539e-23 9.317539e-23 0.000000e+00
1.231000e+02 2.989593e-23 2.989593e-23 0.000000e+00
1.232000e+02 9.074870e-24 9.074870e-24 0.000000e+00
1.233000e+02 2.606072e-24 2.606072e-24 0.000000e+00
1.234000e+02 7.080274e-25 7.080274e-25 0.000000e+00
1.235000e+02 1.819832e-25 1.819832e-25 0.000000e+00
1.236000e+02 4.425171e-26 4.425171e-26 0.000000e+00
1.237000e+02 1.017997e-26 1.017997e-26 0.000000e+00
1.238000e+02 2.215545e-27 2.215545e-27 0.000000e+00
1.239000e+02 4.561756e-28 4.561756e-28 0.000000e+00
1.240000e+02 2.280878e-28 2.280878e-28 0.000000e+00
1.241000e+02 7.779112e-40 7.779112e-40 0.000000e+00
1.242000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.243000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.244000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.245000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.246000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.247000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.248000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.249000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.250000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.251000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.252000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.253000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.254000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.255000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.256000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.257000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.258000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.259000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.260000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.261000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.262000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.263000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.264000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.265000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.266000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.267000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.268000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.269000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.270000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.271000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.272000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.273000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.274000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.275000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.276000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.277000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.278000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.279000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.280000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.281000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.282000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.283000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.284000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.285000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.286000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.287000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.288000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.289000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.290000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.291000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.292000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.293000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.294000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.295000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.296000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.297000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.298000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.299000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.300000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.301000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.302000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.303000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.304000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.305000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.306000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.307000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.308000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.309000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.310000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.311000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.312000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.313000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.314000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.315000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.316000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.317000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.318000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.319000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.320000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.321000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.322000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.323000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.324000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.325000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.326000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.327000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.328000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.329000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.330000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.331000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.332000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.333000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.334000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.335000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.336000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.337000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.338000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.339000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.340000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.341000e+02 0.000000e+00 0.000000e+00 0.000000e+00
1.342000e+02 0.000000e+00 0.000000e+00 0.000000e+00
