Time 	 Hydrogen 	 H 	 H+ 	 H- 	 H2 	 H2+ 
1.48995e+15 	 1000 	 0.0706547 	 4.0865e-05 	 1.35948e-12 	 0.929304 	 1.85569e-10 
1.4931e+15 	 1000 	 0.0706547 	 4.0865e-05 	 1.35948e-12 	 0.929304 	 1.85569e-10 
1.49625e+15 	 1000 	 0.0706547 	 4.0865e-05 	 1.35948e-12 	 0.929304 	 1.85569e-10 
1.4994e+15 	 1000 	 0.0706546 	 4.0865e-05 	 1.35948e-12 	 0.929304 	 1.85569e-10 
1.50255e+15 	 1000 	 0.0706546 	 4.0865e-05 	 1.35948e-12 	 0.929304 	 1.85569e-10 
1.5057e+15 	 1000 	 0.0706546 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.50885e+15 	 1000 	 0.0706546 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.512e+15 	 1000 	 0.0706546 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.51515e+15 	 1000 	 0.0706546 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.5183e+15 	 1000 	 0.0706546 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.52145e+15 	 1000 	 0.0706546 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.5246e+15 	 1000 	 0.0706546 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.52775e+15 	 1000 	 0.0706546 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.5309e+15 	 1000 	 0.0706546 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.53405e+15 	 1000 	 0.0706546 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.5372e+15 	 1000 	 0.0706546 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.54035e+15 	 1000 	 0.0706546 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.5435e+15 	 1000 	 0.0706546 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.54665e+15 	 1000 	 0.0706546 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.5498e+15 	 1000 	 0.0706546 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.55295e+15 	 1000 	 0.0706546 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.5561e+15 	 1000 	 0.0706546 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.55925e+15 	 1000 	 0.0706546 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.5624e+15 	 1000 	 0.0706546 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.56555e+15 	 1000 	 0.0706546 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.5687e+15 	 1000 	 0.0706546 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.57185e+15 	 1000 	 0.0706546 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.575e+15 	 1000 	 0.0706546 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.57815e+15 	 1000 	 0.0706545 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.5813e+15 	 1000 	 0.0706545 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.58445e+15 	 1000 	 0.0706545 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.5876e+15 	 1000 	 0.0706545 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.59075e+15 	 1000 	 0.0706545 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.5939e+15 	 1000 	 0.0706545 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.59705e+15 	 1000 	 0.0706545 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.6002e+15 	 1000 	 0.0706545 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.60335e+15 	 1000 	 0.0706545 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.6065e+15 	 1000 	 0.0706545 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.60965e+15 	 1000 	 0.0706545 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.6128e+15 	 1000 	 0.0706545 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.61595e+15 	 1000 	 0.0706545 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.6191e+15 	 1000 	 0.0706545 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.62225e+15 	 1000 	 0.0706545 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.6254e+15 	 1000 	 0.0706545 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.62855e+15 	 1000 	 0.0706545 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.6317e+15 	 1000 	 0.0706545 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.63485e+15 	 1000 	 0.0706545 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.638e+15 	 1000 	 0.0706545 	 4.0865e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.64115e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.6443e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.64745e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.6506e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.65375e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.6569e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.66005e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.6632e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.66635e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.6695e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.67265e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.6758e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.67895e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.6821e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.68525e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.6884e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.69155e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.6947e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.69785e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.701e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.70415e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.7073e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.71045e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.7136e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.71675e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.7199e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.72305e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.7262e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.72935e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.7325e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.73565e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.7388e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.74195e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.7451e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.74825e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.7514e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.75455e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.7577e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.76085e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.764e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.76715e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.7703e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.77345e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.7766e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.77975e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.7829e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.78605e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.7892e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.79235e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.7955e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.79865e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.8018e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.80495e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.8081e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.81125e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.8144e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.81755e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.8207e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.82385e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.827e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.83015e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.8333e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.83645e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.8396e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.84275e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.8459e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.84905e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.8522e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.85535e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.8585e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.86165e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.8648e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.86795e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.8711e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.87425e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.8774e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.88055e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.8837e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.88685e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.89e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.89315e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.8963e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.89945e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.9026e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.90575e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.9089e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.91205e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.9152e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.91835e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.9215e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.92465e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.9278e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.93095e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.9341e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.93725e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.9404e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.94355e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.9467e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.94985e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.953e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.95615e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.9593e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.96245e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.9656e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.96875e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.9719e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.97505e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.9782e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.98135e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.9845e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.98765e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.9908e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.99395e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
1.9971e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.00025e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.0034e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.00655e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.0097e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.01285e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.016e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.01915e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.0223e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.02545e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.0286e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.03175e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.0349e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.03805e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.0412e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.04435e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.0475e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.05065e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.0538e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.05695e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.0601e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.06325e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.0664e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.06955e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.0727e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.07585e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.079e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.08215e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.0853e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.08845e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.0916e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.09475e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.0979e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.10105e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.1042e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.10735e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.1105e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.11365e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.1168e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.11995e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.1231e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.12625e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.1294e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.13255e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.1357e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.13885e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.142e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.14515e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.1483e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.15145e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.1546e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.15775e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.1609e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.16405e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.1672e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.17035e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.1735e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.17665e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.1798e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.18295e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.1861e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.18925e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.1924e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.19555e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.1987e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.20185e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.205e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.20815e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.2113e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.21445e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.2176e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.22075e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.2239e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.22705e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
2.2302e+15 	 1000 	 0.0706545 	 4.08649e-05 	 1.35948e-12 	 0.929305 	 1.85569e-10 
