Time 	 Hydrogen 	 H 	 H+ 	 H- 	 H2 	 H2+ 
7.434e+14 	 1000 	 0.0708211 	 4.09049e-05 	 1.36086e-12 	 0.929138 	 1.85548e-10 
7.4655e+14 	 1000 	 0.0708165 	 4.09038e-05 	 1.36082e-12 	 0.929143 	 1.85549e-10 
7.497e+14 	 1000 	 0.0708119 	 4.09027e-05 	 1.36078e-12 	 0.929147 	 1.85549e-10 
7.5285e+14 	 1000 	 0.0708076 	 4.09017e-05 	 1.36075e-12 	 0.929152 	 1.8555e-10 
7.56e+14 	 1000 	 0.0708033 	 4.09006e-05 	 1.36071e-12 	 0.929156 	 1.8555e-10 
7.5915e+14 	 1000 	 0.0707991 	 4.08997e-05 	 1.36068e-12 	 0.92916 	 1.85551e-10 
7.623e+14 	 1000 	 0.0707951 	 4.08987e-05 	 1.36065e-12 	 0.929164 	 1.85551e-10 
7.6545e+14 	 1000 	 0.0707912 	 4.08977e-05 	 1.36061e-12 	 0.929168 	 1.85552e-10 
7.686e+14 	 1000 	 0.0707873 	 4.08968e-05 	 1.36058e-12 	 0.929172 	 1.85552e-10 
7.7175e+14 	 1000 	 0.0707836 	 4.08959e-05 	 1.36055e-12 	 0.929175 	 1.85553e-10 
7.749e+14 	 1000 	 0.07078 	 4.08951e-05 	 1.36052e-12 	 0.929179 	 1.85553e-10 
7.7805e+14 	 1000 	 0.0707765 	 4.08942e-05 	 1.36049e-12 	 0.929183 	 1.85554e-10 
7.812e+14 	 1000 	 0.0707731 	 4.08934e-05 	 1.36046e-12 	 0.929186 	 1.85554e-10 
7.8435e+14 	 1000 	 0.0707698 	 4.08926e-05 	 1.36044e-12 	 0.929189 	 1.85555e-10 
7.875e+14 	 1000 	 0.0707666 	 4.08918e-05 	 1.36041e-12 	 0.929193 	 1.85555e-10 
7.9065e+14 	 1000 	 0.0707635 	 4.08911e-05 	 1.36038e-12 	 0.929196 	 1.85555e-10 
7.938e+14 	 1000 	 0.0707604 	 4.08904e-05 	 1.36036e-12 	 0.929199 	 1.85556e-10 
7.9695e+14 	 1000 	 0.0707575 	 4.08897e-05 	 1.36033e-12 	 0.929202 	 1.85556e-10 
8.001e+14 	 1000 	 0.0707546 	 4.0889e-05 	 1.36031e-12 	 0.929205 	 1.85556e-10 
8.0325e+14 	 1000 	 0.0707518 	 4.08883e-05 	 1.36029e-12 	 0.929207 	 1.85557e-10 
8.064e+14 	 1000 	 0.0707491 	 4.08876e-05 	 1.36026e-12 	 0.92921 	 1.85557e-10 
8.0955e+14 	 1000 	 0.0707465 	 4.0887e-05 	 1.36024e-12 	 0.929213 	 1.85557e-10 
8.127e+14 	 1000 	 0.0707439 	 4.08864e-05 	 1.36022e-12 	 0.929215 	 1.85558e-10 
8.1585e+14 	 1000 	 0.0707414 	 4.08858e-05 	 1.3602e-12 	 0.929218 	 1.85558e-10 
8.19e+14 	 1000 	 0.070739 	 4.08852e-05 	 1.36018e-12 	 0.92922 	 1.85558e-10 
8.2215e+14 	 1000 	 0.0707366 	 4.08847e-05 	 1.36016e-12 	 0.929222 	 1.85559e-10 
8.253e+14 	 1000 	 0.0707343 	 4.08841e-05 	 1.36014e-12 	 0.929225 	 1.85559e-10 
8.2845e+14 	 1000 	 0.0707321 	 4.08836e-05 	 1.36012e-12 	 0.929227 	 1.85559e-10 
8.316e+14 	 1000 	 0.0707299 	 4.08831e-05 	 1.36011e-12 	 0.929229 	 1.8556e-10 
8.3475e+14 	 1000 	 0.0707278 	 4.08825e-05 	 1.36009e-12 	 0.929231 	 1.8556e-10 
8.379e+14 	 1000 	 0.0707258 	 4.08821e-05 	 1.36007e-12 	 0.929233 	 1.8556e-10 
8.4105e+14 	 1000 	 0.0707238 	 4.08816e-05 	 1.36006e-12 	 0.929235 	 1.8556e-10 
8.442e+14 	 1000 	 0.0707219 	 4.08811e-05 	 1.36004e-12 	 0.929237 	 1.85561e-10 
8.4735e+14 	 1000 	 0.07072 	 4.08807e-05 	 1.36002e-12 	 0.929239 	 1.85561e-10 
8.505e+14 	 1000 	 0.0707182 	 4.08802e-05 	 1.36001e-12 	 0.929241 	 1.85561e-10 
8.5365e+14 	 1000 	 0.0707164 	 4.08798e-05 	 1.35999e-12 	 0.929243 	 1.85561e-10 
8.568e+14 	 1000 	 0.0707147 	 4.08794e-05 	 1.35998e-12 	 0.929244 	 1.85562e-10 
8.5995e+14 	 1000 	 0.070713 	 4.0879e-05 	 1.35997e-12 	 0.929246 	 1.85562e-10 
8.631e+14 	 1000 	 0.0707114 	 4.08786e-05 	 1.35995e-12 	 0.929248 	 1.85562e-10 
8.6625e+14 	 1000 	 0.0707098 	 4.08782e-05 	 1.35994e-12 	 0.929249 	 1.85562e-10 
8.694e+14 	 1000 	 0.0707082 	 4.08778e-05 	 1.35993e-12 	 0.929251 	 1.85562e-10 
8.7255e+14 	 1000 	 0.0707067 	 4.08775e-05 	 1.35991e-12 	 0.929252 	 1.85563e-10 
8.757e+14 	 1000 	 0.0707053 	 4.08771e-05 	 1.3599e-12 	 0.929254 	 1.85563e-10 
8.7885e+14 	 1000 	 0.0707039 	 4.08768e-05 	 1.35989e-12 	 0.929255 	 1.85563e-10 
8.82e+14 	 1000 	 0.0707025 	 4.08765e-05 	 1.35988e-12 	 0.929257 	 1.85563e-10 
8.8515e+14 	 1000 	 0.0707011 	 4.08761e-05 	 1.35987e-12 	 0.929258 	 1.85563e-10 
8.883e+14 	 1000 	 0.0706998 	 4.08758e-05 	 1.35986e-12 	 0.929259 	 1.85563e-10 
8.9145e+14 	 1000 	 0.0706986 	 4.08755e-05 	 1.35985e-12 	 0.929261 	 1.85564e-10 
8.946e+14 	 1000 	 0.0706974 	 4.08752e-05 	 1.35984e-12 	 0.929262 	 1.85564e-10 
8.9775e+14 	 1000 	 0.0706962 	 4.0875e-05 	 1.35983e-12 	 0.929263 	 1.85564e-10 
9.009e+14 	 1000 	 0.070695 	 4.08747e-05 	 1.35982e-12 	 0.929264 	 1.85564e-10 
9.0405e+14 	 1000 	 0.0706939 	 4.08744e-05 	 1.35981e-12 	 0.929265 	 1.85564e-10 
9.072e+14 	 1000 	 0.0706928 	 4.08741e-05 	 1.3598e-12 	 0.929266 	 1.85564e-10 
9.1035e+14 	 1000 	 0.0706917 	 4.08739e-05 	 1.35979e-12 	 0.929267 	 1.85564e-10 
9.135e+14 	 1000 	 0.0706907 	 4.08736e-05 	 1.35978e-12 	 0.929268 	 1.85565e-10 
9.1665e+14 	 1000 	 0.0706897 	 4.08734e-05 	 1.35977e-12 	 0.929269 	 1.85565e-10 
9.198e+14 	 1000 	 0.0706887 	 4.08732e-05 	 1.35976e-12 	 0.92927 	 1.85565e-10 
9.2295e+14 	 1000 	 0.0706877 	 4.08729e-05 	 1.35976e-12 	 0.929271 	 1.85565e-10 
9.261e+14 	 1000 	 0.0706868 	 4.08727e-05 	 1.35975e-12 	 0.929272 	 1.85565e-10 
9.2925e+14 	 1000 	 0.0706859 	 4.08725e-05 	 1.35974e-12 	 0.929273 	 1.85565e-10 
9.324e+14 	 1000 	 0.070685 	 4.08723e-05 	 1.35973e-12 	 0.929274 	 1.85565e-10 
9.3555e+14 	 1000 	 0.0706842 	 4.08721e-05 	 1.35973e-12 	 0.929275 	 1.85565e-10 
9.387e+14 	 1000 	 0.0706833 	 4.08719e-05 	 1.35972e-12 	 0.929276 	 1.85566e-10 
9.4185e+14 	 1000 	 0.0706825 	 4.08717e-05 	 1.35971e-12 	 0.929277 	 1.85566e-10 
9.45e+14 	 1000 	 0.0706818 	 4.08715e-05 	 1.35971e-12 	 0.929277 	 1.85566e-10 
9.4815e+14 	 1000 	 0.070681 	 4.08713e-05 	 1.3597e-12 	 0.929278 	 1.85566e-10 
9.513e+14 	 1000 	 0.0706803 	 4.08711e-05 	 1.35969e-12 	 0.929279 	 1.85566e-10 
9.5445e+14 	 1000 	 0.0706795 	 4.0871e-05 	 1.35969e-12 	 0.92928 	 1.85566e-10 
9.576e+14 	 1000 	 0.0706788 	 4.08708e-05 	 1.35968e-12 	 0.92928 	 1.85566e-10 
9.6075e+14 	 1000 	 0.0706782 	 4.08706e-05 	 1.35968e-12 	 0.929281 	 1.85566e-10 
9.639e+14 	 1000 	 0.0706775 	 4.08705e-05 	 1.35967e-12 	 0.929282 	 1.85566e-10 
9.6705e+14 	 1000 	 0.0706769 	 4.08703e-05 	 1.35967e-12 	 0.929282 	 1.85566e-10 
9.702e+14 	 1000 	 0.0706762 	 4.08702e-05 	 1.35966e-12 	 0.929283 	 1.85566e-10 
9.7335e+14 	 1000 	 0.0706756 	 4.087e-05 	 1.35966e-12 	 0.929284 	 1.85567e-10 
9.765e+14 	 1000 	 0.070675 	 4.08699e-05 	 1.35965e-12 	 0.929284 	 1.85567e-10 
9.7965e+14 	 1000 	 0.0706745 	 4.08697e-05 	 1.35965e-12 	 0.929285 	 1.85567e-10 
9.828e+14 	 1000 	 0.0706739 	 4.08696e-05 	 1.35964e-12 	 0.929285 	 1.85567e-10 
9.8595e+14 	 1000 	 0.0706734 	 4.08695e-05 	 1.35964e-12 	 0.929286 	 1.85567e-10 
9.891e+14 	 1000 	 0.0706728 	 4.08693e-05 	 1.35963e-12 	 0.929286 	 1.85567e-10 
9.9225e+14 	 1000 	 0.0706723 	 4.08692e-05 	 1.35963e-12 	 0.929287 	 1.85567e-10 
9.954e+14 	 1000 	 0.0706718 	 4.08691e-05 	 1.35962e-12 	 0.929287 	 1.85567e-10 
9.9855e+14 	 1000 	 0.0706713 	 4.0869e-05 	 1.35962e-12 	 0.929288 	 1.85567e-10 
1.0017e+15 	 1000 	 0.0706709 	 4.08689e-05 	 1.35962e-12 	 0.929288 	 1.85567e-10 
1.00485e+15 	 1000 	 0.0706704 	 4.08688e-05 	 1.35961e-12 	 0.929289 	 1.85567e-10 
1.008e+15 	 1000 	 0.07067 	 4.08687e-05 	 1.35961e-12 	 0.929289 	 1.85567e-10 
1.01115e+15 	 1000 	 0.0706695 	 4.08686e-05 	 1.35961e-12 	 0.92929 	 1.85567e-10 
1.0143e+15 	 1000 	 0.0706691 	 4.08685e-05 	 1.3596e-12 	 0.92929 	 1.85567e-10 
1.01745e+15 	 1000 	 0.0706687 	 4.08684e-05 	 1.3596e-12 	 0.92929 	 1.85567e-10 
1.0206e+15 	 1000 	 0.0706683 	 4.08683e-05 	 1.3596e-12 	 0.929291 	 1.85567e-10 
1.02375e+15 	 1000 	 0.0706679 	 4.08682e-05 	 1.35959e-12 	 0.929291 	 1.85568e-10 
1.0269e+15 	 1000 	 0.0706675 	 4.08681e-05 	 1.35959e-12 	 0.929292 	 1.85568e-10 
1.03005e+15 	 1000 	 0.0706672 	 4.0868e-05 	 1.35959e-12 	 0.929292 	 1.85568e-10 
1.0332e+15 	 1000 	 0.0706668 	 4.08679e-05 	 1.35958e-12 	 0.929292 	 1.85568e-10 
1.03635e+15 	 1000 	 0.0706665 	 4.08678e-05 	 1.35958e-12 	 0.929293 	 1.85568e-10 
1.0395e+15 	 1000 	 0.0706661 	 4.08677e-05 	 1.35958e-12 	 0.929293 	 1.85568e-10 
1.04265e+15 	 1000 	 0.0706658 	 4.08677e-05 	 1.35957e-12 	 0.929293 	 1.85568e-10 
1.0458e+15 	 1000 	 0.0706655 	 4.08676e-05 	 1.35957e-12 	 0.929294 	 1.85568e-10 
1.04895e+15 	 1000 	 0.0706652 	 4.08675e-05 	 1.35957e-12 	 0.929294 	 1.85568e-10 
1.0521e+15 	 1000 	 0.0706649 	 4.08674e-05 	 1.35957e-12 	 0.929294 	 1.85568e-10 
1.05525e+15 	 1000 	 0.0706646 	 4.08674e-05 	 1.35956e-12 	 0.929295 	 1.85568e-10 
1.0584e+15 	 1000 	 0.0706643 	 4.08673e-05 	 1.35956e-12 	 0.929295 	 1.85568e-10 
1.06155e+15 	 1000 	 0.070664 	 4.08672e-05 	 1.35956e-12 	 0.929295 	 1.85568e-10 
1.0647e+15 	 1000 	 0.0706638 	 4.08672e-05 	 1.35956e-12 	 0.929295 	 1.85568e-10 
1.06785e+15 	 1000 	 0.0706635 	 4.08671e-05 	 1.35956e-12 	 0.929296 	 1.85568e-10 
1.071e+15 	 1000 	 0.0706633 	 4.08671e-05 	 1.35955e-12 	 0.929296 	 1.85568e-10 
1.07415e+15 	 1000 	 0.070663 	 4.0867e-05 	 1.35955e-12 	 0.929296 	 1.85568e-10 
1.0773e+15 	 1000 	 0.0706628 	 4.08669e-05 	 1.35955e-12 	 0.929296 	 1.85568e-10 
1.08045e+15 	 1000 	 0.0706626 	 4.08669e-05 	 1.35955e-12 	 0.929297 	 1.85568e-10 
1.0836e+15 	 1000 	 0.0706623 	 4.08668e-05 	 1.35955e-12 	 0.929297 	 1.85568e-10 
1.08675e+15 	 1000 	 0.0706621 	 4.08668e-05 	 1.35954e-12 	 0.929297 	 1.85568e-10 
1.0899e+15 	 1000 	 0.0706619 	 4.08667e-05 	 1.35954e-12 	 0.929297 	 1.85568e-10 
1.09305e+15 	 1000 	 0.0706617 	 4.08667e-05 	 1.35954e-12 	 0.929297 	 1.85568e-10 
1.0962e+15 	 1000 	 0.0706615 	 4.08666e-05 	 1.35954e-12 	 0.929298 	 1.85568e-10 
1.09935e+15 	 1000 	 0.0706613 	 4.08666e-05 	 1.35954e-12 	 0.929298 	 1.85568e-10 
1.1025e+15 	 1000 	 0.0706611 	 4.08665e-05 	 1.35954e-12 	 0.929298 	 1.85568e-10 
1.10565e+15 	 1000 	 0.0706609 	 4.08665e-05 	 1.35953e-12 	 0.929298 	 1.85568e-10 
1.1088e+15 	 1000 	 0.0706607 	 4.08664e-05 	 1.35953e-12 	 0.929298 	 1.85568e-10 
1.11195e+15 	 1000 	 0.0706606 	 4.08664e-05 	 1.35953e-12 	 0.929299 	 1.85568e-10 
1.1151e+15 	 1000 	 0.0706604 	 4.08664e-05 	 1.35953e-12 	 0.929299 	 1.85568e-10 
1.11825e+15 	 1000 	 0.0706602 	 4.08663e-05 	 1.35953e-12 	 0.929299 	 1.85568e-10 
1.1214e+15 	 1000 	 0.0706601 	 4.08663e-05 	 1.35953e-12 	 0.929299 	 1.85569e-10 
1.12455e+15 	 1000 	 0.0706599 	 4.08662e-05 	 1.35953e-12 	 0.929299 	 1.85569e-10 
1.1277e+15 	 1000 	 0.0706598 	 4.08662e-05 	 1.35952e-12 	 0.929299 	 1.85569e-10 
1.13085e+15 	 1000 	 0.0706596 	 4.08662e-05 	 1.35952e-12 	 0.9293 	 1.85569e-10 
1.134e+15 	 1000 	 0.0706595 	 4.08661e-05 	 1.35952e-12 	 0.9293 	 1.85569e-10 
1.13715e+15 	 1000 	 0.0706593 	 4.08661e-05 	 1.35952e-12 	 0.9293 	 1.85569e-10 
1.1403e+15 	 1000 	 0.0706592 	 4.08661e-05 	 1.35952e-12 	 0.9293 	 1.85569e-10 
1.14345e+15 	 1000 	 0.0706591 	 4.0866e-05 	 1.35952e-12 	 0.9293 	 1.85569e-10 
1.1466e+15 	 1000 	 0.0706589 	 4.0866e-05 	 1.35952e-12 	 0.9293 	 1.85569e-10 
1.14975e+15 	 1000 	 0.0706588 	 4.0866e-05 	 1.35952e-12 	 0.9293 	 1.85569e-10 
1.1529e+15 	 1000 	 0.0706587 	 4.0866e-05 	 1.35952e-12 	 0.9293 	 1.85569e-10 
1.15605e+15 	 1000 	 0.0706586 	 4.08659e-05 	 1.35951e-12 	 0.929301 	 1.85569e-10 
1.1592e+15 	 1000 	 0.0706585 	 4.08659e-05 	 1.35951e-12 	 0.929301 	 1.85569e-10 
1.16235e+15 	 1000 	 0.0706583 	 4.08659e-05 	 1.35951e-12 	 0.929301 	 1.85569e-10 
1.1655e+15 	 1000 	 0.0706582 	 4.08658e-05 	 1.35951e-12 	 0.929301 	 1.85569e-10 
1.16865e+15 	 1000 	 0.0706581 	 4.08658e-05 	 1.35951e-12 	 0.929301 	 1.85569e-10 
1.1718e+15 	 1000 	 0.070658 	 4.08658e-05 	 1.35951e-12 	 0.929301 	 1.85569e-10 
1.17495e+15 	 1000 	 0.0706579 	 4.08658e-05 	 1.35951e-12 	 0.929301 	 1.85569e-10 
1.1781e+15 	 1000 	 0.0706578 	 4.08657e-05 	 1.35951e-12 	 0.929301 	 1.85569e-10 
1.18125e+15 	 1000 	 0.0706577 	 4.08657e-05 	 1.35951e-12 	 0.929301 	 1.85569e-10 
1.1844e+15 	 1000 	 0.0706576 	 4.08657e-05 	 1.35951e-12 	 0.929301 	 1.85569e-10 
1.18755e+15 	 1000 	 0.0706576 	 4.08657e-05 	 1.35951e-12 	 0.929302 	 1.85569e-10 
1.1907e+15 	 1000 	 0.0706575 	 4.08657e-05 	 1.35951e-12 	 0.929302 	 1.85569e-10 
1.19385e+15 	 1000 	 0.0706574 	 4.08656e-05 	 1.3595e-12 	 0.929302 	 1.85569e-10 
1.197e+15 	 1000 	 0.0706573 	 4.08656e-05 	 1.3595e-12 	 0.929302 	 1.85569e-10 
1.20015e+15 	 1000 	 0.0706572 	 4.08656e-05 	 1.3595e-12 	 0.929302 	 1.85569e-10 
1.2033e+15 	 1000 	 0.0706571 	 4.08656e-05 	 1.3595e-12 	 0.929302 	 1.85569e-10 
1.20645e+15 	 1000 	 0.0706571 	 4.08656e-05 	 1.3595e-12 	 0.929302 	 1.85569e-10 
1.2096e+15 	 1000 	 0.070657 	 4.08655e-05 	 1.3595e-12 	 0.929302 	 1.85569e-10 
1.21275e+15 	 1000 	 0.0706569 	 4.08655e-05 	 1.3595e-12 	 0.929302 	 1.85569e-10 
1.2159e+15 	 1000 	 0.0706569 	 4.08655e-05 	 1.3595e-12 	 0.929302 	 1.85569e-10 
1.21905e+15 	 1000 	 0.0706568 	 4.08655e-05 	 1.3595e-12 	 0.929302 	 1.85569e-10 
1.2222e+15 	 1000 	 0.0706567 	 4.08655e-05 	 1.3595e-12 	 0.929302 	 1.85569e-10 
1.22535e+15 	 1000 	 0.0706567 	 4.08655e-05 	 1.3595e-12 	 0.929302 	 1.85569e-10 
1.2285e+15 	 1000 	 0.0706566 	 4.08655e-05 	 1.3595e-12 	 0.929303 	 1.85569e-10 
1.23165e+15 	 1000 	 0.0706565 	 4.08654e-05 	 1.3595e-12 	 0.929303 	 1.85569e-10 
1.2348e+15 	 1000 	 0.0706565 	 4.08654e-05 	 1.3595e-12 	 0.929303 	 1.85569e-10 
1.23795e+15 	 1000 	 0.0706564 	 4.08654e-05 	 1.3595e-12 	 0.929303 	 1.85569e-10 
1.2411e+15 	 1000 	 0.0706564 	 4.08654e-05 	 1.3595e-12 	 0.929303 	 1.85569e-10 
1.24425e+15 	 1000 	 0.0706563 	 4.08654e-05 	 1.3595e-12 	 0.929303 	 1.85569e-10 
1.2474e+15 	 1000 	 0.0706563 	 4.08654e-05 	 1.3595e-12 	 0.929303 	 1.85569e-10 
1.25055e+15 	 1000 	 0.0706562 	 4.08654e-05 	 1.3595e-12 	 0.929303 	 1.85569e-10 
1.2537e+15 	 1000 	 0.0706562 	 4.08653e-05 	 1.35949e-12 	 0.929303 	 1.85569e-10 
1.25685e+15 	 1000 	 0.0706561 	 4.08653e-05 	 1.35949e-12 	 0.929303 	 1.85569e-10 
1.26e+15 	 1000 	 0.0706561 	 4.08653e-05 	 1.35949e-12 	 0.929303 	 1.85569e-10 
1.26315e+15 	 1000 	 0.070656 	 4.08653e-05 	 1.35949e-12 	 0.929303 	 1.85569e-10 
1.2663e+15 	 1000 	 0.070656 	 4.08653e-05 	 1.35949e-12 	 0.929303 	 1.85569e-10 
1.26945e+15 	 1000 	 0.0706559 	 4.08653e-05 	 1.35949e-12 	 0.929303 	 1.85569e-10 
1.2726e+15 	 1000 	 0.0706559 	 4.08653e-05 	 1.35949e-12 	 0.929303 	 1.85569e-10 
1.27575e+15 	 1000 	 0.0706559 	 4.08653e-05 	 1.35949e-12 	 0.929303 	 1.85569e-10 
1.2789e+15 	 1000 	 0.0706558 	 4.08653e-05 	 1.35949e-12 	 0.929303 	 1.85569e-10 
1.28205e+15 	 1000 	 0.0706558 	 4.08653e-05 	 1.35949e-12 	 0.929303 	 1.85569e-10 
1.2852e+15 	 1000 	 0.0706557 	 4.08652e-05 	 1.35949e-12 	 0.929303 	 1.85569e-10 
1.28835e+15 	 1000 	 0.0706557 	 4.08652e-05 	 1.35949e-12 	 0.929303 	 1.85569e-10 
1.2915e+15 	 1000 	 0.0706557 	 4.08652e-05 	 1.35949e-12 	 0.929303 	 1.85569e-10 
1.29465e+15 	 1000 	 0.0706556 	 4.08652e-05 	 1.35949e-12 	 0.929303 	 1.85569e-10 
1.2978e+15 	 1000 	 0.0706556 	 4.08652e-05 	 1.35949e-12 	 0.929304 	 1.85569e-10 
1.30095e+15 	 1000 	 0.0706556 	 4.08652e-05 	 1.35949e-12 	 0.929304 	 1.85569e-10 
1.3041e+15 	 1000 	 0.0706555 	 4.08652e-05 	 1.35949e-12 	 0.929304 	 1.85569e-10 
1.30725e+15 	 1000 	 0.0706555 	 4.08652e-05 	 1.35949e-12 	 0.929304 	 1.85569e-10 
1.3104e+15 	 1000 	 0.0706555 	 4.08652e-05 	 1.35949e-12 	 0.929304 	 1.85569e-10 
1.31355e+15 	 1000 	 0.0706555 	 4.08652e-05 	 1.35949e-12 	 0.929304 	 1.85569e-10 
1.3167e+15 	 1000 	 0.0706554 	 4.08652e-05 	 1.35949e-12 	 0.929304 	 1.85569e-10 
1.31985e+15 	 1000 	 0.0706554 	 4.08652e-05 	 1.35949e-12 	 0.929304 	 1.85569e-10 
1.323e+15 	 1000 	 0.0706554 	 4.08652e-05 	 1.35949e-12 	 0.929304 	 1.85569e-10 
1.32615e+15 	 1000 	 0.0706553 	 4.08652e-05 	 1.35949e-12 	 0.929304 	 1.85569e-10 
1.3293e+15 	 1000 	 0.0706553 	 4.08651e-05 	 1.35949e-12 	 0.929304 	 1.85569e-10 
1.33245e+15 	 1000 	 0.0706553 	 4.08651e-05 	 1.35949e-12 	 0.929304 	 1.85569e-10 
1.3356e+15 	 1000 	 0.0706553 	 4.08651e-05 	 1.35949e-12 	 0.929304 	 1.85569e-10 
1.33875e+15 	 1000 	 0.0706553 	 4.08651e-05 	 1.35949e-12 	 0.929304 	 1.85569e-10 
1.3419e+15 	 1000 	 0.0706552 	 4.08651e-05 	 1.35949e-12 	 0.929304 	 1.85569e-10 
1.34505e+15 	 1000 	 0.0706552 	 4.08651e-05 	 1.35949e-12 	 0.929304 	 1.85569e-10 
1.3482e+15 	 1000 	 0.0706552 	 4.08651e-05 	 1.35949e-12 	 0.929304 	 1.85569e-10 
1.35135e+15 	 1000 	 0.0706552 	 4.08651e-05 	 1.35949e-12 	 0.929304 	 1.85569e-10 
1.3545e+15 	 1000 	 0.0706551 	 4.08651e-05 	 1.35949e-12 	 0.929304 	 1.85569e-10 
1.35765e+15 	 1000 	 0.0706551 	 4.08651e-05 	 1.35949e-12 	 0.929304 	 1.85569e-10 
1.3608e+15 	 1000 	 0.0706551 	 4.08651e-05 	 1.35949e-12 	 0.929304 	 1.85569e-10 
1.36395e+15 	 1000 	 0.0706551 	 4.08651e-05 	 1.35949e-12 	 0.929304 	 1.85569e-10 
1.3671e+15 	 1000 	 0.0706551 	 4.08651e-05 	 1.35949e-12 	 0.929304 	 1.85569e-10 
1.37025e+15 	 1000 	 0.0706551 	 4.08651e-05 	 1.35949e-12 	 0.929304 	 1.85569e-10 
1.3734e+15 	 1000 	 0.070655 	 4.08651e-05 	 1.35949e-12 	 0.929304 	 1.85569e-10 
1.37655e+15 	 1000 	 0.070655 	 4.08651e-05 	 1.35949e-12 	 0.929304 	 1.85569e-10 
1.3797e+15 	 1000 	 0.070655 	 4.08651e-05 	 1.35949e-12 	 0.929304 	 1.85569e-10 
1.38285e+15 	 1000 	 0.070655 	 4.08651e-05 	 1.35949e-12 	 0.929304 	 1.85569e-10 
1.386e+15 	 1000 	 0.070655 	 4.08651e-05 	 1.35948e-12 	 0.929304 	 1.85569e-10 
1.38915e+15 	 1000 	 0.070655 	 4.08651e-05 	 1.35948e-12 	 0.929304 	 1.85569e-10 
1.3923e+15 	 1000 	 0.0706549 	 4.08651e-05 	 1.35948e-12 	 0.929304 	 1.85569e-10 
1.39545e+15 	 1000 	 0.0706549 	 4.08651e-05 	 1.35948e-12 	 0.929304 	 1.85569e-10 
1.3986e+15 	 1000 	 0.0706549 	 4.0865e-05 	 1.35948e-12 	 0.929304 	 1.85569e-10 
1.40175e+15 	 1000 	 0.0706549 	 4.0865e-05 	 1.35948e-12 	 0.929304 	 1.85569e-10 
1.4049e+15 	 1000 	 0.0706549 	 4.0865e-05 	 1.35948e-12 	 0.929304 	 1.85569e-10 
1.40805e+15 	 1000 	 0.0706549 	 4.0865e-05 	 1.35948e-12 	 0.929304 	 1.85569e-10 
1.4112e+15 	 1000 	 0.0706549 	 4.0865e-05 	 1.35948e-12 	 0.929304 	 1.85569e-10 
1.41435e+15 	 1000 	 0.0706549 	 4.0865e-05 	 1.35948e-12 	 0.929304 	 1.85569e-10 
1.4175e+15 	 1000 	 0.0706548 	 4.0865e-05 	 1.35948e-12 	 0.929304 	 1.85569e-10 
1.42065e+15 	 1000 	 0.0706548 	 4.0865e-05 	 1.35948e-12 	 0.929304 	 1.85569e-10 
1.4238e+15 	 1000 	 0.0706548 	 4.0865e-05 	 1.35948e-12 	 0.929304 	 1.85569e-10 
1.42695e+15 	 1000 	 0.0706548 	 4.0865e-05 	 1.35948e-12 	 0.929304 	 1.85569e-10 
1.4301e+15 	 1000 	 0.0706548 	 4.0865e-05 	 1.35948e-12 	 0.929304 	 1.85569e-10 
1.43325e+15 	 1000 	 0.0706548 	 4.0865e-05 	 1.35948e-12 	 0.929304 	 1.85569e-10 
1.4364e+15 	 1000 	 0.0706548 	 4.0865e-05 	 1.35948e-12 	 0.929304 	 1.85569e-10 
1.43955e+15 	 1000 	 0.0706548 	 4.0865e-05 	 1.35948e-12 	 0.929304 	 1.85569e-10 
1.4427e+15 	 1000 	 0.0706548 	 4.0865e-05 	 1.35948e-12 	 0.929304 	 1.85569e-10 
1.44585e+15 	 1000 	 0.0706548 	 4.0865e-05 	 1.35948e-12 	 0.929304 	 1.85569e-10 
1.449e+15 	 1000 	 0.0706548 	 4.0865e-05 	 1.35948e-12 	 0.929304 	 1.85569e-10 
1.45215e+15 	 1000 	 0.0706547 	 4.0865e-05 	 1.35948e-12 	 0.929304 	 1.85569e-10 
1.4553e+15 	 1000 	 0.0706547 	 4.0865e-05 	 1.35948e-12 	 0.929304 	 1.85569e-10 
1.45845e+15 	 1000 	 0.0706547 	 4.0865e-05 	 1.35948e-12 	 0.929304 	 1.85569e-10 
1.4616e+15 	 1000 	 0.0706547 	 4.0865e-05 	 1.35948e-12 	 0.929304 	 1.85569e-10 
1.46475e+15 	 1000 	 0.0706547 	 4.0865e-05 	 1.35948e-12 	 0.929304 	 1.85569e-10 
1.4679e+15 	 1000 	 0.0706547 	 4.0865e-05 	 1.35948e-12 	 0.929304 	 1.85569e-10 
1.47105e+15 	 1000 	 0.0706547 	 4.0865e-05 	 1.35948e-12 	 0.929304 	 1.85569e-10 
1.4742e+15 	 1000 	 0.0706547 	 4.0865e-05 	 1.35948e-12 	 0.929304 	 1.85569e-10 
1.47735e+15 	 1000 	 0.0706547 	 4.0865e-05 	 1.35948e-12 	 0.929304 	 1.85569e-10 
1.4805e+15 	 1000 	 0.0706547 	 4.0865e-05 	 1.35948e-12 	 0.929304 	 1.85569e-10 
1.48365e+15 	 1000 	 0.0706547 	 4.0865e-05 	 1.35948e-12 	 0.929304 	 1.85569e-10 
1.4868e+15 	 1000 	 0.0706547 	 4.0865e-05 	 1.35948e-12 	 0.929304 	 1.85569e-10 
